t,data,a0.3,
10,5933216,5933216,
20,31049696,13468159,
30,31033728,18737829,
40,31565248,22586054,
50,31371904,25221809,
60,30348096,26759695,
70,39150304,30476877,
80,63227264,40301993,
90,59358880,46019059,
100,59946240,50197213,
110,64109504,54370900,
120,65511872,57713191,
130,69589952,61276219,
140,95158048,71440767,
150,102709888,80821503,
160,102322080,87271676,
170,98763232,90719142,
180,92077984,91126794,
190,37945568,75172426,
