0,4,3,2530,15,
10,4,3,2730,4,
20,4,3,2575,0,
30,4,42,2611,0,
40,4,0,2482,0,
50,4,0,3065,0,
60,4,0,2725,6,
70,43,0,2484,4,
80,0,0,2789,0,
90,0,0,2687,0,
100,0,0,2524,0,
110,0,0,2758,0,
120,0,0,2539,6,
130,0,0,2733,4,
140,0,6,2667,224,
150,7,0,2872,8,
160,0,3,2452,0,
170,2,3,2732,0,
180,4,3,2565,13,
190,4,3,2720,4,
200,6,5,14430,9612725,
210,6,5,25421,25057352,
220,6,5,25162,25026383,
230,6,5,16574,15258133,
240,4,3,2731,13,
250,42,3,2451,4,
260,0,5,28724,23884221,
270,0,40,68492,62488356,
280,0,0,66045,62538904,
290,0,0,41887,37955210,
300,15,0,2785,12,
310,0,0,2533,4,
320,5,7,52019,47846341,
330,10,9,121515,125151824,
340,15,15,129806,125244946,
350,42,11,77410,76146335,
360,0,4,2591,13,
370,0,2,2519,4,
380,0,40,99622,95898384,
390,17,0,235305,250168509,
400,21,18,250350,250449764,
410,53,15,150499,152723501,
420,0,3,2668,6,
430,0,3,2739,4,
440,0,46,226515,238815900,
450,46,24,628325,628572230,
460,60,66,618784,625484035,
470,20,12,354359,381205055,
480,4,4,2784,6,
490,42,3,2666,4,
500,0,62,485205,477843994,
510,88,85,1269435,1257039757,
520,88,43,1213198,1245277754,
530,29,53,774994,773173017,
540,3,0,2749,13,
550,4,2,2558,4,
560,4,3,2755,190,
570,42,3,2344,0,
580,0,3,2853,0,
590,0,3,2460,0,
600,0,3,2685,13,
610,0,3,2511,3,
620,0,3,2741,0,
630,0,3,2537,0,
640,0,3,2802,0,
650,9,4,2609,0,
660,0,3,2542,6,
670,0,2,2691,4,
680,3,42,2279,0,
690,4,0,2647,0,
700,4,0,2657,0,
710,4,0,2753,0,
720,5,0,2764,6,
730,4,0,2358,4,
740,5,0,2708,0,
750,4,0,2486,0,
760,4,0,2535,0,
770,4,0,2734,0,
780,41,0,2745,6,
790,0,7,2569,4,
800,0,0,2357,0,
810,0,1,2692,0,
820,0,3,2477,0,
830,0,3,2833,0,
840,0,3,2697,6,
850,0,3,2788,4,
860,11,4,2673,0,
870,0,3,2774,0,
880,2,3,2759,0,
890,1,3,2783,0,
900,4,3,2637,6,
910,5,3,2492,3,
920,4,3,2753,0,
930,4,3,2625,0,
940,5,4,6449,3507857,
950,5,40,16088,12525498,
960,5,0,15940,12528870,
970,5,0,11971,8897562,
980,42,0,2683,0,
990,0,0,2951,0,
1000,0,0,10022,7018722,
1010,0,0,30179,25150243,
1020,0,0,26515,25040142,
1030,0,8,21085,17808766,
1040,0,0,2617,0,
1050,12,2,2673,0,
1060,0,5,21788,17644472,
1070,6,8,62342,62617481,
1080,8,8,64844,62693548,
1090,8,8,44957,44395715,
1100,5,3,2558,0,
1110,4,3,2632,0,
1120,48,6,35842,35647052,
1130,0,42,123027,124758992,
1140,0,0,121494,125104149,
1150,0,0,85450,88517444,
1160,17,0,2726,0,
1170,0,6,2622,0,
1180,6,6,74838,71871848,
1190,22,24,241978,249704528,
1200,41,54,254046,251029384,
1210,18,0,183863,177277571,
1220,0,0,2743,0,
1230,0,0,2576,0,
1240,13,16,181332,182287265,
1250,54,71,627563,623325549,
1260,46,28,594733,625453760,
1270,43,59,426502,443218579,
1280,0,0,2354,0,
1290,17,0,3000,0,
1300,11,10,360805,359407396,
1310,91,90,1272051,1249550392,
1320,86,86,1269922,1256959076,
1330,73,71,882727,880863967,
1340,0,0,2893,0,
1350,0,0,2847,0,
1360,27,27,567565,561819386,
1370,100,100,1517831,1493565881,
1380,81,100,1553191,1510911691,
1390,96,47,1114538,1079937980,
1400,0,2,2747,0,
1410,0,43,2833,0,
1420,0,0,2718,0,
1430,0,0,2736,0,
1440,0,0,2827,6,
1450,0,0,2450,4,
1460,0,0,2649,0,
1470,9,0,2493,0,
1480,0,0,2818,0,
1490,3,0,2851,0,
1500,4,0,2611,6,
1510,4,0,2834,4,
1520,4,0,2620,0,
1530,5,0,2770,0,
