0,0,0,2829,0,
10,0,0,6006,2864900,
20,13,3,13838,12515034,
30,0,5,14524,12509157,
40,2,5,11891,9466167,
50,1,2,2740,0,
60,4,3,2779,0,
70,5,4,8836,5910378,
80,6,6,31063,25037341,
90,6,5,27051,25005458,
100,5,5,20521,18503748,
110,4,3,2547,0,
120,43,42,2729,0,
130,0,0,8852,5673779,
140,0,0,68787,62775849,
150,0,0,64110,62522602,
160,0,0,57091,56223613,
170,15,0,2732,0,
180,0,5,2591,0,
190,0,1,18409,11538280,
200,12,14,123097,125243542,
210,16,15,125039,125347718,
220,46,50,112684,112468661,
230,0,0,2716,0,
240,0,0,2779,0,
250,0,0,24665,22957733,
260,18,0,246476,250667874,
270,14,23,250481,250006603,
280,58,23,236362,225357132,
290,0,43,2863,0,
300,0,0,2859,0,
310,0,0,91037,91314081,
320,33,23,618086,627021880,
330,70,67,626265,625801368,
340,65,32,563818,562361154,
350,0,3,2626,0,
360,0,3,2419,0,
370,0,43,119778,111617840,
380,91,89,1310158,1261218518,
390,85,75,1281836,1240371517,
400,88,90,1177039,1141518622,
410,0,0,2611,0,
420,0,0,2666,0,
430,14,0,161625,159914006,
440,100,100,1411552,1381014228,
450,99,100,1436757,1396816686,
460,100,92,1536634,1498690262,
470,0,4,2607,0,
