0,4,3,2625,0,
10,5,4,6449,3507857,
20,5,40,16088,12525498,
30,5,0,15940,12528870,
40,5,0,11971,8897562,
50,42,0,2683,0,
60,0,0,2951,0,
70,0,0,10022,7018722,
80,0,0,30179,25150243,
90,0,0,26515,25040142,
100,0,8,21085,17808766,
110,0,0,2617,0,
120,12,2,2673,0,
130,0,5,21788,17644472,
140,6,8,62342,62617481,
150,8,8,64844,62693548,
160,8,8,44957,44395715,
170,5,3,2558,0,
180,4,3,2632,0,
190,48,6,35842,35647052,
200,0,42,123027,124758992,
210,0,0,121494,125104149,
220,0,0,85450,88517444,
230,17,0,2726,0,
240,0,6,2622,0,
250,6,6,74838,71871848,
260,22,24,241978,249704528,
270,41,54,254046,251029384,
280,18,0,183863,177277571,
290,0,0,2743,0,
300,0,0,2576,0,
310,13,16,181332,182287265,
320,54,71,627563,623325549,
330,46,28,594733,625453760,
340,43,59,426502,443218579,
350,0,0,2354,0,
360,17,0,3000,0,
370,11,10,360805,359407396,
380,91,90,1272051,1249550392,
390,86,86,1269922,1256959076,
400,73,71,882727,880863967,
410,0,0,2893,0,
420,0,0,2847,0,
430,27,27,567565,561819386,
440,100,100,1517831,1493565881,
450,81,100,1553191,1510911691,
460,96,47,1114538,1079937980,
470,0,2,2747,0,
