t,data_mean,ewma_mean,ewma_mean_low,ewma_mean_high
0,0,0,0,0
1,0,0,0,0
2,0,0,0,0
3,0,0,0,0
4,0,0,0,0
5,9118696,4559348,3417115,5701580
6,29743584,17151466,15465760,18837171
7,29707888,23429677,20898541,25960812
8,32569136,27999406,26595976,29402836
9,30451792,29225599,28013622,30437575
10,30736880,29981239,29293729,30668748
11,31745376,30863307,30224972,31501642
12,31233136,31048221,30309373,31787070
13,30916192,30982206,30203407,31761005
14,31562496,31272351,30381230,32163471
15,30834720,31053535,29766838,32340231
16,31413744,31233639,30175641,32291637
17,32380272,31806955,30946344,32667566
18,32617424,32212189,30985116,33439262
19,31366672,31789430,30810720,32768140
20,32349200,32069315,30831801,33306828
21,31203984,31636649,30781536,32491761
22,31559904,31598276,30899755,32296797
23,31991536,31794906,31101349,32488462
24,31343760,31569332,30967496,32171168
25,30816160,31192746,30049481,32336010
26,31177952,31185348,30506442,31864255
27,32222976,31704162,30729733,32678591
28,30922272,31313216,30864327,31762106
29,31722240,31517728,30461295,32574160
30,31136416,31327071,30125105,32529038
31,30261216,30794143,29634187,31954099
32,31329296,31061719,30443506,31679932
33,30708912,30885315,29727453,32043177
34,31911040,31398177,30242881,32553473
35,31476144,31437160,30534685,32339634
36,31423024,31430091,30794434,32065749
37,33857648,32643869,31396552,33891187
38,30523248,31583558,30514374,32652742
39,29274064,30428810,29544005,31313616
40,31663888,31046349,30496325,31596373
41,30786352,30916350,30135110,31697590
42,30966624,30941487,30021927,31861046
43,31818272,31379879,30249866,32509892
44,31274544,31327211,29992561,32661861
45,30746576,31036893,29856389,32217397
46,31503328,31270110,30657629,31882591
47,31783184,31526647,30892353,32160940
48,30988096,31257371,30898824,31615917
49,31137856,31197613,30525553,31869673
50,31275008,31236310,30530153,31942467
51,31393568,31314939,30556726,32073151
52,32033568,31674253,30777832,32570674
53,32298832,31986542,31165525,32807559
54,31633104,31809822,31108658,32510987
55,30742320,31276071,30455756,32096385
56,30776368,31026219,30475139,31577299
57,32166064,31596141,30903682,32288600
58,31474224,31535182,30800553,32269811
59,31463504,31499342,30916298,32082386
60,31273776,31386559,30275221,32497896
61,32058960,31722759,30839804,32605714
62,31270400,31496579,30905221,32087936
63,31831824,31664201,30847045,32481357
64,30660112,31162156,30297776,32026536
65,40752952,35957554,34279088,37636019
66,64587984,50272768,47431293,53114243
67,61511488,55892128,50947359,60836896
68,57128880,56510503,53016040,60004967
69,62472016,59491259,57485675,61496843
70,65235424,62363341,59614600,65112083
71,62945792,62654566,59934280,65374852
72,60588832,61621699,58452088,64791309
73,65610512,63616105,61398127,65834082
74,63166000,63391052,60704228,66077876
75,69312320,66351686,61006774,71696597
76,60550576,63451130,60849804,66052457
77,61859472,62655301,60031386,65279216
78,66051680,64353490,58147759,70559221
79,64572416,64462952,58473641,70452263
80,67682608,66072780,62135025,70010534
81,61359456,63716117,59226273,68205961
82,62981040,63348578,59211273,67485884
83,64875504,64112041,61983081,66241000
84,64593600,64352820,61214354,67491286
85,59158672,61755745,59737086,63774405
86,62871824,62313784,60059517,64568051
87,62627568,62470676,57312403,67628948
88,59185520,60828097,56068282,65587913
89,63213920,62021008,57796458,66245558
90,63017792,62519400,60089157,64949642
91,62755536,62637467,58351018,66923917
92,61056800,61847133,59951156,63743110
93,64985616,63416374,61070746,65762002
94,61695440,62555907,58985981,66125832
95,64595296,63575601,59998733,67152469
96,66356256,64965928,62355584,67576271
97,65902928,65434427,62692010,68176844
98,64670160,65052293,62980226,67124361
99,62489040,63770666,61027441,66513892
100,61619408,62695037,58952032,66438041
101,63656912,63175974,59348806,67003141
102,63501824,63338898,59738171,66939626
103,66816288,65077593,60816107,69339078
104,65516064,65296828,61920799,68672857
105,63067120,64181973,61671031,66692915
106,62186192,63184082,59798232,66569932
107,62490112,62837097,59791199,65882994
108,60743936,61790516,59275929,64305103
109,61467808,61629161,57153177,66105146
110,63219184,62424172,57744804,67103541
111,61197744,61810958,57769561,65852354
112,60571296,61191126,58971941,63410311
113,64760848,62975987,58106739,67845234
114,62451808,62713897,59239409,66188385
115,65086576,63900236,60282127,67518345
116,68119760,66009997,61152634,70867360
117,57582672,61796334,58658897,64933772
118,66063424,63929879,59606461,68253296
119,63241312,63585595,61358939,65812251
120,61280624,62433109,59637017,65229201
121,59527568,60980338,58426754,63533922
122,62611312,61795825,59656471,63935178
123,64972224,63384024,61809688,64958359
124,71131088,67257555,64220170,70294941
125,68068984,67663269,65222801,70103737
126,99501872,83582570,78025418,89139722
127,96222496,89902532,83212480,96592585
128,96978080,93440306,89031819,97848793
129,90630128,92035217,87585400,96485033
130,98812592,95423904,91818730,99029078
131,104882928,100153415,95455800,104851030
132,101275488,100714451,93793257,107635646
133,93342192,97028321,93174361,100882281
134,85485504,91256912,87001768,95512056
135,92027552,91642232,86482602,96801861
136,90824672,91233451,85389058,97077845
137,95829296,93531373,89139869,97922877
138,98294544,95912958,91537294,100288622
139,98249920,97081438,92865636,101297241
140,93101968,95091703,90793503,99389902
141,96290144,95690923,91604397,99777449
142,94627936,95159429,89909073,100409785
143,91551312,93355370,85522234,101188506
144,98350688,95853029,89790217,101915840
145,92980128,94416578,87884189,100948967
146,97040032,95728304,90309279,101147330
147,89262480,92495392,89216169,95774615
148,95370640,93933015,88702058,99163973
149,94477376,94205195,89803108,98607282
150,101333920,97769557,92485464,103053650
151,97375776,97572666,92489731,102655602
152,97319504,97446085,91993659,102898510
153,92579936,95013010,91234153,98791866
154,92497440,93755224,90204063,97306386
155,98316832,96036028,90625822,101446233
156,87465024,91750525,84409804,99091246
157,88358112,90054318,85074302,95034334
158,97034336,93544327,90463348,96625305
159,100220176,96882251,89858641,103905861
160,94253808,95568029,92159589,98976468
161,97254720,96411374,88866130,103956618
162,88091200,92251287,86892046,97610527
163,92833040,92542163,89400089,95684236
164,91504080,92023121,86762992,97283250
165,93529104,92776112,86053268,99498956
166,88542144,90659128,86111774,95206481
167,95916816,93287971,89024666,97551276
168,92499776,92893873,85078284,100709462
169,92075824,92484848,84108131,100861564
170,94337792,93411320,88426619,98396020
171,94214432,93812875,88331909,99293842
172,91205072,92508973,84758686,100259260
173,98948304,95728638,88637959,102819317
174,97331152,96529895,87481543,105578246
175,89775104,93152499,88154410,98150587
176,94870992,94011745,88326665,99696825
177,93872752,93942248,90471523,97412973
178,87135424,90538836,85782534,95295137
179,92950864,91744849,89572314,93917384
180,97382000,94563424,89275701,99851147
181,51063408,72813416,69231224,76395607
182,0,36406707,34615611,38197803
183,0,18203353,17307805,19098901
184,0,9101676,8653902,9549450
185,0,4550838,4326950,4774725
186,0,2275418,2163475,2387362
