t,data_mean,ewma_mean,ewma_mean_low,ewma_mean_high
0,0,0,0,0
1,0,0,0,0
2,0,0,0,0
3,0,0,0,0
4,0,0,0,0
5,9118696,911869,683423,1140316
6,29743584,3795040,3389828,4200252
7,29707888,6386324,5704836,7067812
8,32569136,9004605,8394969,9614241
9,30451792,11149323,10584566,11714080
10,30736880,13108078,12687053,13529103
11,31745376,14971808,14598131,15345484
12,31233136,16597940,16199222,16996658
13,30916192,18029765,17602512,18457018
14,31562496,19383038,19010979,19755096
15,30834720,20528205,20159238,20897172
16,31413744,21616759,21202868,22030650
17,32380272,22693109,22339094,23047125
18,32617424,23685540,23271778,24099302
19,31366672,24453653,24059360,24847946
20,32349200,25243207,24838079,25648335
21,31203984,25839284,25524830,26153738
22,31559904,26411346,26118475,26704217
23,31991536,26969364,26683126,27255603
24,31343760,27406803,27100852,27712755
25,30816160,27747738,27429159,28066318
26,31177952,28090759,27834934,28346585
27,32222976,28503981,28330986,28676975
28,30922272,28745809,28570122,28921496
29,31722240,29043452,28757572,29329331
30,31136416,29252748,28882695,29622800
31,30261216,29353594,28925563,29781624
32,31329296,29551164,29219843,29882484
33,30708912,29666938,29208988,30124888
34,31911040,29891348,29366445,30416251
35,31476144,30049827,29551739,30547915
36,31423024,30187146,29706995,30667298
37,33857648,30554196,30299346,30809046
38,30523248,30551101,30249582,30852619
39,29274064,30423396,30045549,30801244
40,31663888,30547445,30208595,30886295
41,30786352,30571335,30202381,30940289
42,30966624,30610864,30239015,30982713
43,31818272,30731604,30361684,31101524
44,31274544,30785898,30387636,31184159
45,30746576,30781965,30386788,31177141
46,31503328,30854101,30526654,31181548
47,31783184,30947009,30631382,31262635
48,30988096,30951117,30700044,31202190
49,31137856,30969790,30722229,31217352
50,31275008,31000312,30752293,31248331
51,31393568,31039637,30773493,31305780
52,32033568,31139029,30856912,31421147
53,32298832,31255009,30958207,31551811
54,31633104,31292818,30985504,31600132
55,30742320,31237768,30948787,31526748
56,30776368,31191627,30934070,31449185
57,32166064,31289070,31023206,31554934
58,31474224,31307585,31100691,31514480
59,31463504,31323177,31091982,31554371
60,31273776,31318236,31006645,31629826
61,32058960,31392308,31056714,31727902
62,31270400,31380117,31094159,31666074
63,31831824,31425287,31114041,31736533
64,30660112,31348769,30992711,31704827
65,40752952,32289187,31749624,32828750
66,64587984,35519066,34804649,36233484
67,61511488,38118308,36827094,39409521
68,57128880,40019365,38747911,41290819
69,62472016,42264629,41427318,43101941
70,65235424,44561708,43948048,45175369
71,62945792,46400116,45630440,47169793
72,60588832,47818987,46685932,48952043
73,65610512,49598139,48687537,50508741
74,63166000,50954925,49978165,51931684
75,69312320,52790664,51295269,54286059
76,60550576,53566655,52180445,54952864
77,61859472,54395936,52990253,55801619
78,66051680,55561510,53613428,57509591
79,64572416,56462600,54229851,58695349
80,67682608,57584600,55489271,59679930
81,61359456,57962085,55585829,60338342
82,62981040,58463980,56273843,60654118
83,64875504,59105132,57199060,61011204
84,64593600,59653978,57664346,61643611
85,59158672,59604447,57862162,61346732
86,62871824,59931184,58176877,61685492
87,62627568,60200822,57991489,62410156
88,59185520,60099291,57823298,62375285
89,63213920,60410754,58104348,62717160
90,63017792,60671457,58613280,62729634
91,62755536,60879865,58702332,63057397
92,61056800,60897558,58961555,62833560
93,64985616,61306363,59463529,63149197
94,61695440,61345270,59360451,63330089
95,64595296,61670272,59966806,63373738
96,66356256,62138870,60417153,63860586
97,65902928,62515275,61100597,63929953
98,64670160,62730763,61375697,64085829
99,62489040,62706590,61284338,64128843
100,61619408,62597872,60881807,64313937
101,63656912,62703775,61441545,63966006
102,63501824,62783580,61426431,64140728
103,66816288,63186850,61582679,64791021
104,65516064,63419771,62016176,64823366
105,63067120,63384505,61991098,64777912
106,62186192,63264673,61531894,64997452
107,62490112,63187217,61493164,64881270
108,60743936,62942888,61478639,64407137
109,61467808,62795380,61437619,64153140
110,63219184,62837759,61791549,63883970
111,61197744,62673758,61901431,63446084
112,60571296,62463511,61684032,63242990
113,64760848,62693244,61431498,63954990
114,62451808,62669100,61281575,64056624
115,65086576,62910847,61311331,64510363
116,68119760,63431738,61596881,65266595
117,57582672,62846831,61218988,64474673
118,66063424,63168489,61518048,64818930
119,63241312,63175771,61621675,64729867
120,61280624,62986256,61469167,64503344
121,59527568,62640387,61278661,64002112
122,62611312,62637478,61440076,63834881
123,64972224,62870952,61756990,63984914
124,71131088,63696966,62428894,64965037
125,68068984,64134167,63012622,65255712
126,99501872,67670937,66145590,69196284
127,96222496,70526092,68459197,72592987
128,96978080,73171291,71252807,75089774
129,90630128,74917174,73568755,76265592
130,98812592,77306715,75808626,78804804
131,104882928,80064336,78496627,81632045
132,101275488,82185451,79981902,84389000
133,93342192,83301124,82094462,84507787
134,85485504,83519562,82443593,84595530
135,92027552,84370360,83330865,85409855
136,90824672,85015791,83406161,86625421
137,95829296,86097141,84488921,87705362
138,98294544,87316881,85754923,88878839
139,98249920,88410185,86970081,89850288
140,93101968,88879362,87228590,90530134
141,96290144,89620440,88018326,91222554
142,94627936,90121189,88282515,91959863
143,91551312,90264201,87639538,92888864
144,98350688,91072849,88709505,93436193
145,92980128,91263577,88754723,93772430
146,97040032,91841222,89707709,93974734
147,89262480,91583347,89621152,93545543
148,95370640,91962076,90046518,93877633
149,94477376,92213605,90387168,94040043
150,101333920,93125637,91465497,94785776
151,97375776,93550650,92175789,94925511
152,97319504,93927535,92208618,95646451
153,92579936,93792774,92200281,95385268
154,92497440,93663240,91956303,95370177
155,98316832,94128599,92411574,95845624
156,87465024,93462241,91145747,95778736
157,88358112,92951828,91112013,94791642
158,97034336,93360078,91781868,94938288
159,100220176,94046087,91815390,96276785
160,94253808,94066859,92171205,95962513
161,97254720,94385645,91846177,96925113
162,88091200,93756200,91383838,96128561
163,92833040,93663883,91831635,95496132
164,91504080,93447902,91675173,95220632
165,93529104,93456022,91183129,95728915
166,88542144,92964634,90835691,95093576
167,95916816,93259851,91137473,95382230
168,92499776,93183843,90479278,95888409
169,92075824,93073041,89965765,96180317
170,94337792,93199515,90337218,96061812
171,94214432,93301007,90459564,96142449
172,91205072,93091413,89688249,96494577
173,98948304,93677101,90381490,96972712
174,97331152,94042506,90074534,98010477
175,89775104,93615765,90060481,97171049
176,94870992,93741287,90627900,96854674
177,93872752,93754433,90930558,96578308
178,87135424,93092532,90577795,95607269
179,92950864,93078365,90980548,95176181
180,97382000,93508728,91298106,95719349
181,51063408,89264195,87518719,91009671
182,0,80337775,78766846,81908704
183,0,72303997,70890161,73717833
184,0,65073597,63801145,66346049
185,0,58566237,57421030,59711444
186,0,52709613,51678926,53740299
