t,data,a0.3,
0,0,0,
1,0,0,
2,0,0,
3,0,0,
4,0,0,
5,8007360,2402208,
6,38508160,13233993,
7,26541440,17226227,
8,34315520,22353014,
9,34527360,26005317,
10,32883200,28068681,
11,32648320,29442572,
12,33834240,30760072,
13,33587840,31608402,
14,29360000,30933881,
15,34165760,31903444,
16,32509760,32085338,
17,26552960,30425624,
18,25848320,29052432,
19,30865600,29596382,
20,31805440,30259099,
21,33118080,31116793,
22,33364480,31791099,
23,34773760,32685897,
24,30780800,32114367,
25,29841280,31432440,
26,32659840,31800660,
27,30877440,31523694,
28,34292480,32354329,
29,33696000,32756830,
30,31485440,32375413,
31,31720320,32178885,
32,27962240,30913891,
33,29221760,30406251,
34,34497280,31633559,
35,33214720,32107907,
36,33919360,32651342,
37,27246080,31029763,
38,29360000,30528834,
39,32040320,30982279,
40,28666880,30287659,
41,30780800,30435601,
42,33364480,31314264,
43,33822720,32066800,
44,28860480,31104904,
45,37230720,32942648,
46,31485440,32505485,
47,32190080,32410863,
48,33129600,32626484,
49,34762240,33267210,
50,27246080,31460871,
51,33449600,32057489,
52,33214720,32404658,
53,33352960,32689148,
54,29841280,31834787,
55,30769280,31515134,
56,27246080,30234417,
57,31239040,30535803,
58,27715840,29689814,
59,36376320,31695765,
60,26306560,30079003,
61,29371520,29866758,
62,34057600,31124010,
63,35008640,32289399,
64,27492480,30850323,
65,43122080,34531850,
66,64826880,43620359,
67,65531520,50193707,
68,55059520,51653450,
69,53979200,52351175,
70,59659520,54543678,
71,62736000,57001374,
72,59266880,57681025,
73,75408000,62999117,
74,70571520,65270837,
75,78449920,69224561,
76,84652800,73853032,
77,59009600,69400002,
78,71042560,69892769,
79,71595200,70403498,
80,80328960,73381136,
81,64647040,70760907,
82,69386240,70348506,
83,70806400,70485874,
84,51215360,64704719,
85,58122560,62730071,
86,79486080,67756873,
87,80202880,71490675,
88,56617600,67028752,
89,35575680,57592830,
90,52262400,55993701,
91,91391360,66612998,
92,59298560,64418666,
93,47927040,59471178,
94,53822080,57776448,
95,69953280,61429497,
96,70361920,64109223,
97,70229120,65945192,
98,62736000,64982434,
99,81240000,69859703,
100,57087360,66028000,
101,64922880,65696464,
102,50631040,61176836,
103,67980160,63217833,
104,59756800,62179523,
105,101799040,74065378,
106,46324480,65743108,
107,63045120,64933711,
108,55263680,62032701,
109,75962240,66211562,
110,53884800,62513533,
111,53040000,59671473,
112,66813120,61813967,
113,55689600,59976656,
114,62970880,60874923,
115,52720320,58428542,
116,88091520,67327435,
117,40934400,59409524,
118,65489920,61233642,
119,58464960,60403037,
120,60236480,60353069,
121,72215680,63911852,
122,42748160,57562744,
123,91368320,67704416,
124,57557120,64660227,
125,75533120,67922094,
126,76464960,70484953,
127,100928320,79617963,
128,135635200,96423134,
129,110181760,100550721,
130,74938240,92866976,
131,126461440,102945315,
132,112211200,105725080,
133,123971200,111198916,
134,116470720,112780457,
135,75140480,101488463,
136,140321600,113138404,
137,94026560,107404850,
138,95950080,103968419,
139,98339840,102279845,
140,62574720,90368307,
141,57888000,80624214,
142,72536320,78197845,
143,85230080,80307515,
144,148724160,100832508,
145,125292160,108170403,
146,91614720,103203698,
147,103649600,103337468,
148,112603520,106117283,
149,125683840,111987250,
150,90549760,105556003,
151,57974400,91281522,
152,75419520,86522921,
153,131406080,99987868,
154,62350400,88696627,
155,95726720,90805654,
156,88892800,90231797,
157,65461120,82800593,
158,83362560,82969183,
159,96743360,87101436,
160,101972480,91562749,
161,81503360,88544932,
162,79870720,85942668,
163,101937920,90741243,
164,151381760,108933398,
165,130563840,115422530,
166,74318080,103091195,
167,102441600,102896316,
168,81904000,96598621,
169,76817280,90664218,
170,107203520,95626008,
171,65962560,86726973,
172,62254720,79385297,
173,105707520,87281963,
174,68735360,81717982,
175,125642560,94895355,
176,140812160,108670396,
177,156676480,123072221,
178,69867200,107110714,
179,97915520,104352155,
180,130501440,112196940,
181,60833920,96788034,
182,0,67751623,
183,0,47426136,
184,0,33198295,
185,0,23238806,
186,0,16267164,
