t,data,a0.3,
0,0,0,
1,0,0,
2,0,0,
3,0,0,
4,0,0,
5,8732000,2619600,
6,26000880,9633984,
7,37790640,18080980,
8,31535520,22117342,
9,32649360,25276947,
10,32229760,27362790,
11,31994880,28752417,
12,30270640,29207883,
13,32888960,30312206,
14,32206720,30880560,
15,32101760,31246920,
16,31917760,31448172,
17,30126240,31051592,
18,30651840,30931666,
19,32942960,31535054,
20,31610880,31557801,
21,31586720,31566476,
22,30454880,31232997,
23,31941840,31445649,
24,32860160,31870002,
25,32291360,31996409,
26,32443360,32130494,
27,30564320,31660641,
28,32147280,31806632,
29,31877360,31827850,
30,30502960,31430383,
31,32526240,31759140,
32,33575600,32304078,
33,31148640,31957446,
34,31112320,31703908,
35,31741600,31715215,
36,32769680,32031554,
37,31880320,31986183,
38,30091680,31417832,
39,32789920,31829458,
40,30313280,31374604,
41,32275200,31644782,
42,29528720,31009963,
43,29379520,30520830,
44,30118720,30400197,
45,30183120,30335073,
46,31797440,30773783,
47,32377040,31254760,
48,31148640,31222924,
49,30230480,30925190,
50,32216480,31312577,
51,29528720,30777419,
52,31047840,30858545,
53,32766880,31431045,
54,30823360,31248739,
55,30350720,30979333,
56,30609600,30868413,
57,30797440,30847121,
58,30564320,30762280,
59,29627600,30421876,
60,31456000,30732113,
61,33903760,31683607,
62,32854400,32034844,
63,32475040,32166902,
64,33004720,32418247,
65,40239440,34764604,
66,60189760,42392150,
67,53150800,45619745,
68,65887760,51700149,
69,71912240,57763776,
70,71423600,61861723,
71,74800080,65743230,
72,78099680,69450165,
73,64776160,68047963,
74,55073120,64155510,
75,65647040,64602969,
76,52717520,61037334,
77,60712240,60939805,
78,70664000,63857063,
79,63380640,63714136,
80,60829360,62848703,
81,72147680,65638396,
82,64732160,65366525,
83,47869040,60117279,
84,66056000,61898895,
85,50508800,58481866,
86,67225200,61104866,
87,70684320,63978702,
88,61775280,63317675,
89,63512720,63376188,
90,62925680,63241035,
91,62740400,63090844,
92,65618400,63849110,
93,52406960,60416465,
94,64448960,61626213,
95,61529680,61597253,
96,54755200,59544637,
97,58542880,59244109,
98,47211680,55634380,
99,59085200,56669626,
100,69182080,60423362,
101,56807280,59338537,
102,70019840,62542927,
103,64824400,63227368,
104,70756160,65486005,
105,63120480,64776347,
106,59551760,63208970,
107,48658320,58843775,
108,70862800,62449482,
109,61918880,62290301,
110,66800640,63643402,
111,64572080,63922005,
112,60686400,62951323,
113,52200320,59726022,
114,72907360,63680423,
115,64015040,63780808,
116,54092880,60874429,
117,65277440,62195332,
118,61326720,61934748,
119,56334080,60254547,
120,73645040,64271694,
121,52483360,60735193,
122,62395520,61233291,
123,57196800,60022343,
124,78539360,65577448,
125,61008320,64206709,
126,92808880,72787360,
127,106966400,83041072,
128,99667520,88029006,
129,96897040,90689416,
130,99590480,93359735,
131,103222400,96318534,
132,111868160,100983421,
133,87163120,96837330,
134,92053360,95402139,
135,80008240,90783969,
136,87238320,89720274,
137,90293760,89892319,
138,83579600,87998503,
139,84074400,86821272,
140,100675760,90977618,
141,83429200,88713092,
142,99529440,91957996,
143,67894160,84738845,
144,108146960,91761279,
145,107296320,96421791,
146,104632160,98884901,
147,92030640,96828622,
148,112038880,101391699,
149,98765440,100603821,
150,111258560,103800242,
151,88019200,99065929,
152,91075360,96668758,
153,94988640,96164722,
154,93594560,95393673,
155,100251040,96850883,
156,95647360,96489826,
157,87816160,93887726,
158,88739200,92343168,
159,105990560,96437385,
160,94241200,95778529,
161,96836240,96095842,
162,76353360,90173097,
163,98236240,92592039,
164,87236560,90985395,
165,84363600,88998856,
166,94567680,90669503,
167,100801840,93709204,
168,104466480,96936386,
169,89668880,94756134,
170,90949440,93614125,
171,79455440,89366519,
172,112253280,96232547,
173,84731920,92782358,
174,88380240,91461722,
175,98506320,93575101,
176,91447200,92936730,
177,109509920,97908687,
178,89709120,95448816,
179,94470480,95155315,
180,92503600,94359800,
181,53076080,81974684,
182,0,57382278,
183,0,40167594,
184,0,28117315,
185,0,19682120,
186,0,13777484,
