t,data_mean,ewma_mean,ewma_mean_low,ewma_mean_high
0,0,0,0,0
1,0,0,0,0
2,0,0,0,0
3,0,0,0,0
4,0,0,0,0
5,9118696,182373,136684,228062
6,29743584,773597,689619,857575
7,29707888,1352282,1207150,1497414
8,32569136,1976619,1835696,2117541
9,30451792,2546122,2406840,2685403
10,30736880,3109936,2991641,3228231
11,31745376,3682645,3569188,3796102
12,31233136,4233654,4111018,4356290
13,30916192,4767304,4634382,4900227
14,31562496,5303208,5178155,5428261
15,30834720,5813837,5691308,5936367
16,31413744,6325835,6191018,6460652
17,32380272,6846923,6718763,6975083
18,32617424,7362333,7217392,7507273
19,31366672,7842419,7695260,7989578
20,32349200,8332554,8188027,8477081
21,31203984,8789982,8653735,8926229
22,31559904,9245380,9110359,9380401
23,31991536,9700302,9564583,9836022
24,31343760,10133171,9990023,10276319
25,30816160,10546830,10408179,10685481
26,31177952,10959452,10830304,11088600
27,32222976,11384722,11276269,11493175
28,30922272,11775473,11660379,11890567
29,31722240,12174408,12046922,12301894
30,31136416,12553648,12424488,12682807
31,30261216,12907798,12775369,13040228
32,31329296,13276228,13147572,13404883
33,30708912,13624881,13484651,13765110
34,31911040,13990603,13837572,14143634
35,31476144,14340314,14192126,14488501
36,31423024,14681967,14526749,14837186
37,33857648,15065481,14947426,15183535
38,30523248,15374635,15260061,15489209
39,29274064,15652623,15530860,15774386
40,31663888,15972848,15846335,16099361
41,30786352,16269118,16142845,16395390
42,30966624,16563068,16450255,16675880
43,31818272,16868171,16770014,16966329
44,31274544,17156298,17065510,17247086
45,30746576,17428104,17342813,17513394
46,31503328,17709608,17627682,17791533
47,31783184,17991079,17904380,18077777
48,30988096,18251018,18169798,18332239
49,31137856,18508755,18425556,18591953
50,31275008,18764079,18689557,18838601
51,31393568,19016669,18931941,19101397
52,32033568,19277006,19179884,19374129
53,32298832,19537442,19436308,19638577
54,31633104,19779355,19675033,19883677
55,30742320,19998614,19891279,20105949
56,30776368,20214168,20108531,20319806
57,32166064,20453206,20338344,20568068
58,31474224,20673626,20570730,20776521
59,31463504,20889423,20777908,21000938
60,31273776,21097109,20972151,21222068
61,32058960,21316346,21183760,21448932
62,31270400,21515426,21385799,21645054
63,31831824,21721754,21588276,21855232
64,30660112,21900521,21754987,22046054
65,40752952,22277569,22102481,22452656
66,64587984,23123777,22923872,23323681
67,61511488,23891530,23587583,24195478
68,57128880,24556277,24243857,24868696
69,62472016,25314591,25069771,25559412
70,65235424,26113008,25936145,26289870
71,62945792,26849663,26660153,27039173
72,60588832,27524446,27236350,27812542
73,65610512,28286167,28053896,28518437
74,63166000,28983763,28722212,29245314
75,69312320,29790333,29439613,30141054
76,60550576,30405538,30050919,30760156
77,61859472,31034616,30656595,31412637
78,66051680,31734957,31270094,32199819
79,64572416,32391705,31849390,32934021
80,67682608,33097523,32565856,33629189
81,61359456,33662761,33049846,34275676
82,62981040,34249126,33638781,34859471
83,64875504,34861653,34281231,35442075
84,64593600,35456292,34838508,36074075
85,59158672,35930339,35323846,36536831
86,62871824,36469168,35834199,37104136
87,62627568,36992335,36253047,37731624
88,59185520,37436199,36663442,38208955
89,63213920,37951753,37148419,38755086
90,63017792,38453073,37659653,39246493
91,62755536,38939122,38122145,39756099
92,61056800,39381475,38577945,40185004
93,64985616,39893557,39083244,40703871
94,61695440,40329595,39468059,41191130
95,64595296,40814908,40003864,41625952
96,66356256,41325735,40499250,42152219
97,65902928,41817278,41046125,42588431
98,64670160,42274335,41499948,43048722
99,62489040,42678629,41869047,43488210
100,61619408,43057444,42197777,43917111
101,63656912,43469433,42706347,44232519
102,63501824,43870080,43107790,44632371
103,66816288,44329004,43510629,45147378
104,65516064,44752745,43931741,45573748
105,63067120,45119031,44314378,45923685
106,62186192,45460374,44566841,46353908
107,62490112,45800968,44915518,46686419
108,60743936,46099827,45226139,46973515
109,61467808,46407187,45605076,47209297
110,63219184,46743426,46046076,47440776
111,61197744,47032512,46428911,47636113
112,60571296,47303287,46696401,47910174
113,64760848,47652438,47019487,48285389
114,62451808,47948425,47296304,48600546
115,65086576,48291187,47621073,48961301
116,68119760,48687758,47937035,49438480
117,57582672,48865656,48158704,49572608
118,66063424,49209611,48443677,49975544
119,63241312,49490244,48723509,50256980
120,61280624,49726052,48948099,50504004
121,59527568,49922081,49163986,50680176
122,62611312,50175865,49484875,50866856
123,64972224,50471792,49778410,51165174
124,71131088,50884978,50134403,51635552
125,68068984,51228657,50497384,51959931
126,99501872,52194121,51430760,52957482
127,96222496,53074688,52260872,53888504
128,96978080,53952755,53178626,54726885
129,90630128,54686302,54040806,55331799
130,98812592,55568828,54872104,56265551
131,104882928,56555109,55814118,57296100
132,101275488,57449516,56744794,58154239
133,93342192,58167369,57517852,58816886
134,85485504,58713731,58140946,59286517
135,92027552,59380007,58854654,59905361
136,90824672,60008900,59525964,60491837
137,95829296,60725308,60238178,61212437
138,98294544,61476692,60925651,62027732
139,98249920,62212156,61595409,62828902
140,93101968,62829952,62321249,63338654
141,96290144,63499155,63060958,63937352
142,94627936,64121730,63574357,64669103
143,91551312,64670321,63977307,65363336
144,98350688,65343928,64620645,66067211
145,92980128,65896652,65260116,66533187
146,97040032,66519519,65910893,67128145
147,89262480,66974378,66324202,67624553
148,95370640,67542303,66891462,68193143
149,94477376,68081003,67475971,68686035
150,101333920,68746061,68193852,69298270
151,97375776,69318655,68816190,69821120
152,97319504,69878671,69383088,70374255
153,92579936,70332696,69805854,70859538
154,92497440,70775991,70229684,71322298
155,98316832,71326807,70735104,71918511
156,87465024,71649571,71084504,72214638
157,88358112,71983741,71531997,72435486
158,97034336,72484753,72025446,72944059
159,100220176,73039460,72445212,73633708
160,94253808,73463747,72876684,74050809
161,97254720,73939566,73184273,74694859
162,88091200,74222598,73442969,75002227
163,92833040,74594807,73926617,75262996
164,91504080,74932991,74274336,75591647
165,93529104,75304913,74564282,76045544
166,88542144,75569657,74849217,76290097
167,95916816,75976600,75259278,76693922
168,92499776,76307063,75468005,77146121
169,92075824,76622438,75727561,77517314
170,94337792,76976744,76091068,77862421
171,94214432,77321497,76427776,78215218
172,91205072,77599168,76579716,78618621
173,98948304,78026151,77018062,79034239
174,97331152,78412250,77226256,79598244
175,89775104,78639507,77486169,79792844
176,94870992,78964136,77849574,80078697
177,93872752,79262308,78164603,80360013
178,87135424,79419769,78355186,80484352
179,92950864,79690391,78668934,80711848
180,97382000,80044223,78992726,81095719
181,51063408,79464606,78463671,80465540
182,0,77875313,76894397,78856229
183,0,76317806,75356508,77279104
184,0,74791450,73849378,75733521
185,0,73295620,72372390,74218850
186,0,71829707,70924941,72734473
