t,data,a0.3,
0,0,0,
1,0,0,
2,0,0,
3,0,0,
4,0,0,
5,5913280,1773984,
6,21620480,7727932,
7,31960320,14997648,
8,30311040,19591665,
9,28655360,22310773,
10,32894720,25485957,
11,33129600,27779049,
12,25378560,27058902,
13,26541440,26903663,
14,29553280,27698548,
15,29606400,28270903,
16,25601920,27470208,
17,36171520,30080601,
18,31250560,30431588,
19,30161280,30350495,
20,35340160,31847394,
21,31955200,31879735,
22,33226560,32283782,
23,32040320,32210743,
24,28913280,31221504,
25,32979840,31749004,
26,29221760,30990830,
27,38651520,33289037,
28,32063360,32921333,
29,33129600,32983813,
30,30769280,32319453,
31,31473920,32065793,
32,33587840,32522407,
33,28890240,31432756,
34,27962240,30391601,
35,31955200,30860680,
36,31335360,31003084,
37,31239040,31073870,
38,25698560,29461277,
39,27354240,28829165,
40,34400640,30500607,
41,39086720,33076440,
42,30865600,32413188,
43,33352960,32695119,
44,37111040,34019895,
45,29949440,32798758,
46,34262400,33237850,
47,31239040,32638207,
48,30396160,31965592,
49,33352960,32381802,
50,26746240,30691133,
51,31239040,30855505,
52,34057600,31816133,
53,30023040,31278205,
54,37345920,33098519,
55,33587840,33245315,
56,29617920,32157096,
57,33364480,32519311,
58,28890240,31430589,
59,36652800,32997252,
60,33587840,33174428,
61,30087680,32248403,
62,30534400,31734202,
63,31473920,31656117,
64,32883200,32024241,
65,51010240,37720040,
66,54022400,42610748,
67,52871040,45688835,
68,62254720,50658600,
69,66814080,55505244,
70,64615040,58238182,
71,62694080,59574951,
72,68458240,62239937,
73,62821120,62414291,
74,61080320,62014099,
75,65393280,63027853,
76,63044480,63032841,
77,60826880,62371052,
78,66399040,63579448,
79,70422400,65632333,
80,66675840,65945385,
81,60110720,64194985,
82,66578880,64910153,
83,69386240,66252979,
84,66590720,66354301,
85,65554560,66114378,
86,59682560,64184832,
87,60098880,62959046,
88,65982720,63866148,
89,63868800,63866943,
90,65959680,64494764,
91,63749120,64271070,
92,66097920,64819125,
93,53907200,61545547,
94,63664000,62181082,
95,59189760,61283685,
96,66717440,62913811,
97,61188480,62396211,
98,66314560,63571715,
99,60237120,62571336,
100,66898880,63869599,
101,62809600,63551599,
102,69312640,65279911,
103,66344320,65599233,
104,66024320,65726759,
105,64935040,65489243,
106,64380160,65156518,
107,60941760,63892090,
108,67048960,64839151,
109,67434880,65617869,
110,62970880,64823772,
111,65886080,65142464,
112,64476800,64942764,
113,67603840,65741086,
114,61796480,64557704,
115,62213120,63854328,
116,65128960,64236717,
117,67753600,65291781,
118,63760640,64832438,
119,63771840,64514258,
120,68073920,65582156,
121,63887360,65073717,
122,62277760,64234929,
123,68126720,65402466,
124,66728960,65800414,
125,80375360,70172897,
126,118981760,84815555,
127,112187520,93027144,
128,94338560,93420568,
129,94833600,93844477,
130,103671360,96792541,
131,105985280,99550362,
132,94041280,97897637,
133,92858880,96386009,
134,86979840,93564158,
135,99260480,95273054,
136,93502080,94741761,
137,82039680,90931136,
138,106137600,95493075,
139,87956160,93232000,
140,100909440,95535232,
141,87234560,93045030,
142,87054720,91247937,
143,84619840,89259507,
144,83147520,87425910,
145,84430080,86527161,
146,86320320,86465108,
147,94433280,88855559,
148,90560000,89366891,
149,94060160,90774871,
150,109605120,96423945,
151,88411520,94020217,
152,89362240,92622823,
153,89351040,91641288,
154,95234880,92719365,
155,88434560,91433923,
156,102974080,94895970,
157,99167680,96177483,
158,100551680,97489742,
159,91614720,95727235,
160,95950400,95794184,
161,109508800,99908568,
162,100051200,99951357,
163,94059840,98183901,
164,92982400,96623450,
165,102974080,98528639,
166,97210240,98133119,
167,121137600,105034463,
168,90536960,100685212,
169,93205760,98441376,
170,96174080,97761187,
171,94649600,96827710,
172,101949440,98364229,
173,98149760,98299888,
174,93474880,96852385,
175,89116800,94531709,
176,94306560,94464164,
177,98053120,95540850,
178,94221440,95145027,
179,100293760,96689646,
180,95800640,96422944,
181,49198080,82255484,
182,0,57578838,
183,0,40305186,
184,0,28213630,
185,0,19749541,
186,0,13824678,
