t,data,a0.2,
0,0,0,
1,0,0,
2,0,0,
3,0,0,
4,0,0,
5,9300800,1860160,
6,32717760,8031680,
7,25143680,11454080,
8,31244800,15412224,
9,28282240,17986227,
10,29808800,20350741,
11,30290720,22338736,
12,33593600,24589708,
13,29468480,25565462,
14,28537920,26159953,
15,29995520,26927066,
16,32344320,28010516,
17,33048960,29018204,
18,33220480,29858659,
19,30700160,30026959,
20,32937280,30609023,
21,30471040,30581426,
22,33151360,31095412,
23,34870400,31850409,
24,28405440,31161415,
25,29525760,30834284,
26,29841280,30635683,
27,32894720,31087490,
28,31133120,31096616,
29,32894720,31456236,
30,30659840,31296956,
31,30278560,31093276,
32,35280320,31930684,
33,30886720,31721891,
34,32424960,31862504,
35,30396000,31569203,
36,32819840,31819330,
37,33759360,32207336,
38,28351360,31436140,
39,33226080,31794128,
40,29858560,31407014,
41,30465280,31218667,
42,30146080,31004149,
43,34298240,31662967,
44,30886720,31507717,
45,35921600,32390493,
46,27769920,31466378,
47,29958720,31164846,
48,31714560,31274788,
49,29814400,30982710,
50,31479680,31082104,
51,31416320,31148947,
52,27721600,30463477,
53,31458720,30662525,
54,30353600,30600740,
55,32212160,30923024,
56,31175680,30973555,
57,33461120,31471068,
58,32771520,31731158,
59,31352960,31655518,
60,32542400,31832894,
61,33177760,32101867,
62,29841280,31649749,
63,34912800,32302359,
64,30305280,31902943,
65,43509520,34224258,
66,69078560,41195118,
67,67441600,46444414,
68,56041920,48363915,
69,59864640,50664060,
70,70481600,54627568,
71,62400000,56182054,
72,60077120,56961067,
73,66963840,58961621,
74,60888320,59346960,
75,81397440,63757056,
76,63754880,63756620,
77,70624960,65130288,
78,48029440,61710118,
79,51589440,59685982,
80,70946400,61938065,
81,54780640,60506580,
82,74255680,63256400,
83,60327360,62670592,
84,59879520,62112377,
85,53489760,60387853,
86,75942080,63498698,
87,85848640,67968686,
88,52320960,64839140,
89,63200000,64511312,
90,68804800,65370009,
91,71368000,66569607,
92,52790560,63813797,
93,73213120,65693661,
94,56707840,63896496,
95,48745280,60866252,
96,71858240,63064649,
97,58243840,62100487,
98,68051840,63290757,
99,69686400,64569885,
100,56880000,63031908,
101,69882560,64402038,
102,69621120,65445854,
103,79077120,68172107,
104,54663360,65470357,
105,58662720,64108829,
106,69231680,65133399,
107,75478560,67202431,
108,59106080,65583160,
109,69596160,66385760,
110,52881280,63684864,
111,50980480,61143987,
112,67380480,62391285,
113,54532160,60819460,
114,61534240,60962416,
115,61950240,61159980,
116,77100480,64348080,
117,65838080,64646080,
118,76449760,67006816,
119,66060800,66817612,
120,50441920,63542473,
121,67187200,64271418,
122,60008320,63418798,
123,69168800,64568798,
124,71827680,66020574,
125,70363760,66889211,
126,135135200,80538408,
127,111917760,86814278,
128,93480480,88147518,
129,66077440,83733502,
130,102195840,87425969,
131,113887200,92718215,
132,113853440,96945260,
133,78975840,93351376,
134,67268800,88134860,
135,65945120,83696912,
136,73832480,81724025,
137,98752000,85129620,
138,116358560,91375408,
139,106558560,94412038,
140,64210720,88371774,
141,98310080,90359435,
142,118526720,95992892,
143,96049440,96004201,
144,122311360,101265632,
145,59977280,93007961,
146,121038240,98614016,
147,77500480,94391308,
148,101507360,95814518,
149,105783520,97808318,
150,110887680,100424190,
151,79759200,96291192,
152,81634080,93359769,
153,104145600,95516935,
154,73866240,91186796,
155,119140640,96777564,
156,80310400,93484131,
157,79896800,90766664,
158,105152800,93643891,
159,132386080,101392328,
160,83033120,97720486,
161,96109600,97398308,
162,102964640,98511574,
163,81948960,95199051,
164,117606720,99680584,
165,87814080,97307283,
166,75564000,92958626,
167,106958240,95758548,
168,98288000,96264438,
169,93014720,95614494,
170,104710400,97433675,
171,115590240,101064988,
172,111654880,103182966,
173,77675680,98081508,
174,118108480,102086902,
175,92117440,100093009,
176,91381760,98350759,
177,79619680,94604543,
178,95939840,94871602,
179,96816320,95260545,
180,83009600,92810356,
181,58801120,86008508,
182,0,68806806,
183,0,55045444,
184,0,44036355,
185,0,35229084,
186,0,28183267,
