t,data_mean,ewma_mean,ewma_mean_low,ewma_mean_high
0,0,0,0,0
1,0,0,0,0
2,0,0,0,0
3,0,0,0,0
4,0,0,0,0
5,9118696,455934,341711,570158
6,29743584,1920316,1713140,2127493
7,29707888,3309694,2955323,3664066
8,32569136,4772666,4438787,5106545
9,30451792,6056622,5734706,6378538
10,30736880,7290634,7029756,7551513
11,31745376,8513371,8270578,8756164
12,31233136,9649359,9389191,9909526
13,30916192,10712700,10432830,10992570
14,31562496,11755189,11500346,12010033
15,30834720,12709165,12461542,12956789
16,31413744,13644394,13370422,13918365
17,32380272,14581187,14330960,14831415
18,32617424,15482999,15197366,15768631
19,31366672,16277182,15994137,16560227
20,32349200,17080782,16802955,17358609
21,31203984,17786942,17540847,18033037
22,31559904,18475589,18237679,18713500
23,31991536,19151386,18916561,19386212
24,31343760,19761005,19512524,20009485
25,30816160,20313762,20074411,20553113
26,31177952,20856971,20645983,21067959
27,32222976,21425271,21267240,21583301
28,30922272,21900120,21730791,22069449
29,31722240,22391226,22182088,22600363
30,31136416,22828485,22597374,23059595
31,30261216,23200121,22948329,23451912
32,31329296,23606579,23383527,23829631
33,30708912,23961695,23689542,24233849
34,31911040,24359162,24049278,24669046
35,31476144,24715011,24415425,25014596
36,31423024,25050411,24745002,25355819
37,33857648,25490772,25297039,25684505
38,30523248,25742395,25541303,25943487
39,29274064,25918978,25682783,26155173
40,31663888,26206223,25973067,26439380
41,30786352,26435229,26192146,26678312
42,30966624,26661798,26433850,26889747
43,31818272,26919622,26709363,27129880
44,31274544,27137367,26928245,27346489
45,30746576,27317827,27113183,27522471
46,31503328,27527101,27345510,27708692
47,31783184,27739905,27554459,27925351
48,30988096,27902314,27743656,28060972
49,31137856,28064091,27909362,28218820
50,31275008,28224636,28080175,28369097
51,31393568,28383082,28219938,28546226
52,32033568,28565606,28384155,28747057
53,32298832,28752267,28560836,28943698
54,31633104,28896308,28697974,29094643
55,30742320,28988609,28790411,29186806
56,30776368,29077996,28892171,29263821
57,32166064,29232399,29036266,29428532
58,31474224,29344490,29180927,29508053
59,31463504,29450440,29268461,29632418
60,31273776,29541606,29323746,29759466
61,32058960,29667473,29434544,29900402
62,31270400,29747619,29533920,29961318
63,31831824,29851829,29631345,30072313
64,30660112,29892243,29642207,30142278
65,40752952,30435278,30099196,30771359
66,64587984,32142913,31739451,32546374
67,61511488,33611341,32918667,34304014
68,57128880,34787217,34085599,35488835
69,62472016,36171457,35664992,36677922
70,65235424,37624655,37264700,37984609
71,62945792,38890711,38472355,39309067
72,60588832,39975617,39329431,40621802
73,65610512,41257361,40736715,41778006
74,63166000,42352792,41782366,42923219
75,69312320,43700768,42888703,44512833
76,60550576,44543258,43742698,45343818
77,61859472,45409068,44568523,46249614
78,66051680,46441199,45344383,47538014
79,64572416,47347759,46077770,48617748
80,67682608,48364501,47135473,49593529
81,61359456,49014248,47607629,50420867
82,62981040,49712587,48356148,51069026
83,64875504,50470733,49218275,51723190
84,64593600,51176876,49859866,52493885
85,59158672,51575965,50334843,52817087
86,62871824,52140758,50861664,53419851
87,62627568,52665098,51149447,54180748
88,59185520,52991118,51422733,54559503
89,63213920,53502258,51895227,55109288
90,63017792,53978034,52443695,55512374
91,62755536,54416909,52834088,55999730
92,61056800,54748903,53242858,56254947
93,64985616,55260738,53776526,56744950
94,61695440,55582473,54009087,57155858
95,64595296,56033113,54606265,57459962
96,66356256,56549270,55105757,57992783
97,65902928,57016952,55740197,58293708
98,64670160,57399612,56145671,58653554
99,62489040,57654083,56337187,58970979
100,61619408,57852349,56420675,59284023
101,63656912,58142577,56967025,59318128
102,63501824,58410539,57234527,59586551
103,66816288,58830826,57529069,60132583
104,65516064,59165087,57905740,60424435
105,63067120,59360189,58137708,60582670
106,62186192,59501488,58078800,60924177
107,62490112,59650919,58262199,61039639
108,60743936,59705569,58385754,61025384
109,61467808,59793681,58623389,60963972
110,63219184,59964956,59049761,60880150
111,61197744,60026594,59356362,60696827
112,60571296,60053829,59366491,60741167
113,64760848,60289180,59443306,61135053
114,62451808,60397311,59476317,61318304
115,65086576,60631773,59614178,61649369
116,68119760,61006172,59816686,62195658
117,57582672,60834997,59752796,61917198
118,66063424,61096418,59922235,62270600
119,63241312,61203662,60043001,62364323
120,61280624,61207510,60038831,62376188
121,59527568,61123512,60022852,62224172
122,62611312,61197902,60222560,62173243
123,64972224,61386617,60433142,62340091
124,71131088,61873840,60806122,62941558
125,68068984,62183597,61187111,63180082
126,99501872,64049510,62927074,65171946
127,96222496,65658159,64307610,67008707
128,96978080,67224154,65956696,68491612
129,90630128,68394453,67459054,69329851
130,98812592,69915359,68852434,70978284
131,104882928,71663737,70521500,72805974
132,101275488,73144324,71810274,74478374
133,93342192,74154217,73207833,75100600
134,85485504,74720780,73901776,75539785
135,92027552,75586118,74888829,76283407
136,90824672,76348046,75484370,77211721
137,95829296,77322108,76442955,78201260
138,98294544,78370729,77378063,79363396
139,98249920,79364688,78343242,80386134
140,93101968,80051552,79070711,81032392
141,96290144,80863481,79944883,81782078
142,94627936,81551703,80409280,82694126
143,91551312,82051683,80503065,83600301
144,98350688,82866633,81385585,84347681
145,92980128,83372307,81879928,84864687
146,97040032,84055693,82689242,85422143
147,89262480,84316032,82967287,85664777
148,95370640,84868762,83529619,86207904
149,94477376,85349192,84100396,86597987
150,101333920,86148428,85042388,87254467
151,97375776,86709795,85771119,87648470
152,97319504,87240280,86168493,88312067
153,92579936,87507262,86476586,88537938
154,92497440,87756770,86638176,88875365
155,98316832,88284773,87121647,89447898
156,87465024,88243785,86927775,89559794
157,88358112,88249501,87167076,89331926
158,97034336,88688742,87717163,89660322
159,100220176,89265313,88011661,90518965
160,94253808,89514737,88294246,90735229
161,97254720,89901736,88268142,91535330
162,88091200,89811209,88206974,91415444
163,92833040,89962300,88639673,91284927
164,91504080,90039388,88766529,91312248
165,93529104,90213874,88702316,91725431
166,88542144,90130286,88666860,91593713
167,95916816,90419612,88983414,91855810
168,92499776,90523620,88805467,92241774
169,92075824,90601230,88711911,92490548
170,94337792,90788057,88963958,92612156
171,94214432,90959376,89145494,92773257
172,91205072,90971660,88821165,93122155
173,98948304,91370492,89227909,93513075
174,97331152,91668524,89127944,94209105
175,89775104,91573853,89173811,93973894
176,94870992,91738709,89505665,93971753
177,93872752,91845411,89703613,93987209
178,87135424,91609911,89616895,93602926
179,92950864,91676958,89848943,93504972
180,97382000,91962210,90110053,93814366
181,51063408,89917269,88267886,91566652
182,0,85421405,83854491,86988319
183,0,81150334,79661766,82638902
184,0,77092817,75678677,78506957
185,0,73238175,71894743,74581608
186,0,69576266,68300005,70852527
