t,data,a0.3,
0,0,0,
1,0,0,
2,0,0,
3,0,0,
4,0,0,
5,10598400,3179520,
6,14092800,6453504,
7,32883200,14382412,
8,29014400,18772008,
9,38168000,24590805,
10,33470400,27254683,
11,35819200,29824038,
12,28772800,29508666,
13,28427200,29184226,
14,27040000,28540958,
15,35260800,30556910,
16,26665600,29389517,
17,31979200,30166421,
18,31121600,30452974,
19,27011200,29420441,
20,27598400,28873828,
21,35819200,30957439,
22,44868800,35130847,
23,34057600,34808872,
24,29360000,33174210,
25,27598400,31501467,
26,41374400,34463346,
27,24104000,31355542,
28,31708800,31461519,
29,28772800,30654903,
30,21726400,27976352,
31,34886400,30049366,
32,33740800,31156796,
33,36406400,32731677,
34,36648000,33906573,
35,32912000,33608201,
36,25865600,31285420,
37,24662400,29298514,
38,30534400,29669279,
39,24932800,28248335,
40,27011200,27877194,
41,31121600,28850515,
42,33124800,30132800,
43,37580800,32367200,
44,29947200,31641200,
45,24316000,29443640,
46,26078400,28434068,
47,31121600,29240327,
48,33124800,30405668,
49,29947200,30268127,
50,26107200,29019848,
51,41691200,32821253,
52,36993600,34072957,
53,32537600,33612349,
54,35819200,34274404,
55,25388000,31608482,
56,34057600,32343217,
57,19377600,28453531,
58,34057600,30134751,
59,24316000,28389125,
60,32296000,29561187,
61,31362400,30101550,
62,34644800,31464525,
63,34886400,32491087,
64,28243200,31216720,
65,32883200,31716664,
66,49940800,37183904,
67,71051200,47344092,
68,80605600,57322544,
69,68702400,60736500,
70,59448800,60350190,
71,55784000,58980333,
72,46388800,55202873,
73,41132800,50981851,
74,132120000,75323295,
75,53118400,68661826,
76,71638400,69554798,
77,79329600,72487238,
78,59923200,68718026,
79,43452800,61138458,
80,39929600,54775800,
81,69839200,59294820,
82,81620800,65992614,
83,44656000,59591629,
84,59604800,59595580,
85,31948800,51301546,
86,134974400,76403402,
87,40188800,65539021,
88,66969600,65968194,
89,27011200,54281095,
90,46976000,52089566,
91,60754400,54689016,
92,33768000,48412711,
93,68358400,54396417,
94,42278400,50761011,
95,89870400,62493827,
96,69876800,64708718,
97,81620800,69782342,
98,86804800,74889079,
99,60724800,70639795,
100,98062400,78866576,
101,105348800,86811243,
102,64033600,79977950,
103,46976000,70077365,
104,49912000,64027755,
105,58190400,62276548,
106,105348800,75198223,
107,56958400,69726276,
108,34057600,59025673,
109,46388800,55234611,
110,113916800,72839267,
111,44656000,64384286,
112,41161600,57417480,
113,42307200,52884396,
114,67556800,57286117,
115,39584800,51975721,
116,52289600,52069884,
117,58132800,53888758,
118,34057600,47939410,
119,93393600,61575667,
120,54051200,59318326,
121,61684800,60028268,
122,117684000,77324987,
123,85172800,79679330,
124,30191200,64832891,
125,59307200,63175183,
126,112426400,77950548,
127,59923200,72542343,
128,68731200,71399000,
129,72254400,71655620,
130,77406400,73380854,
131,81649600,75861477,
132,71051200,74418393,
133,68115200,72527435,
134,86347200,76673364,
135,71292800,75059194,
136,91844800,80094875,
137,95126400,84604332,
138,82795200,84061592,
139,113916800,93018154,
140,99720000,95028707,
141,83065600,91439774,
142,70705600,85219521,
143,74574400,82025984,
144,76336000,80318988,
145,66353600,76129371,
146,81062400,77609279,
147,81620800,78812735,
148,71051200,76484274,
149,71320800,74935231,
150,52848000,68309061,
151,98062400,77235062,
152,152700800,99874783,
153,62484800,88657788,
154,98920000,91736451,
155,84798400,89655035,
156,74660800,85156764,
157,68731200,80229094,
158,110663200,89359325,
159,102201600,93212007,
160,111222400,98615124,
161,88080000,95454586,
162,117123200,101955170,
163,61580000,89842619,
164,98062400,92308553,
165,92190400,92273107,
166,88108800,91023814,
167,87147200,89860829,
168,112984800,96798020,
169,76364800,90668054,
170,65265600,83047317,
171,68731200,78752481,
172,104175200,86379296,
173,123795200,97604067,
174,62243200,86995806,
175,68115200,81331624,
176,103646400,88026056,
177,74227200,83886399,
178,114774400,93152799,
179,82852800,90062799,
180,109305600,95835639,
181,80100000,91114947,
182,0,63780462,
183,0,44646323,
184,0,31252426,
185,0,21876698,
186,0,15313688,
