t,data,a0.01,
0,0,0,
1,0,0,
2,0,0,
3,0,0,
4,0,0,
5,9292320,92923,
6,27016960,362163,
7,32654080,685082,
8,33048640,1008717,
9,34976320,1348393,
10,27812480,1613033,
11,30401920,1900921,
12,28869280,2170604,
13,28907520,2437973,
14,31009920,2723692,
15,30465280,3001107,
16,30588320,3276979,
17,30070400,3544913,
18,32888960,3838353,
19,34464000,4144609,
20,31316160,4416324,
21,32461760,4696778,
22,30230400,4952114,
23,34469760,5247290,
24,30685120,5501668,
25,33054560,5777196,
26,29995520,6019379,
27,30775040,6266935,
28,30754240,6511808,
29,31527840,6761968,
30,31485440,7009202,
31,30182080,7240930,
32,30817600,7476696,
33,34111520,7743044,
34,29829760,7963911,
35,32665600,8210927,
36,31639680,8445214,
37,32329280,8684054,
38,29594880,8893162,
39,31287360,9117103,
40,29952960,9325461,
41,28282240,9515028,
42,30359200,9723469,
43,30588480,9932119,
44,32654080,10159338,
45,29468000,10352424,
46,31144640,10560346,
47,30434240,10759084,
48,31175680,10963249,
49,33135360,11184970,
50,31587840,11388998,
51,34939360,11624501,
52,33358720,11841843,
53,29296640,12016390,
54,29269920,12188925,
55,27598400,12343019,
56,31928640,12538875,
57,33226080,12745747,
58,31218080,12930470,
59,31757120,13118736,
60,29648960,13284038,
61,30748320,13458680,
62,33364480,13657738,
63,29483200,13815992,
64,26137280,13939204,
65,35180320,14151615,
66,73111200,14741210,
67,67348160,15267279,
68,57184320,15686449,
69,66654560,16196130,
70,65084800,16685016,
71,70070080,17218866,
72,63131200,17677989,
73,72771040,18228919,
74,65820160,18704831,
75,86054080,19378323,
76,63959040,19824130,
77,54622400,20172112,
78,96462560,20935016,
79,81932960,21544995,
80,67711360,22006658,
81,69973440,22486325,
82,75339200,23014853,
83,65163520,23436339,
84,79672960,23998705,
85,53277760,24291495,
86,63771360,24686293,
87,77074080,25210170,
88,69424960,25652317,
89,72975200,26125545,
90,55560640,26419895,
91,52925440,26684950,
92,69339840,27111498,
93,69866560,27539048,
94,74805760,28011715,
95,70225600,28433853,
96,72638080,28875895,
97,66310720,29250243,
98,70113120,29658871,
99,59816160,29960443,
100,79311360,30453952,
101,51424320,30663655,
102,67154880,31028567,
103,81728960,31535570,
104,72327840,31943492,
105,69503680,32319093,
106,78947520,32785377,
107,63401760,33091540,
108,55762880,33318253,
109,41317920,33398249,
110,51423040,33578496,
111,52108320,33763794,
112,56211840,33988274,
113,60536000,34253751,
114,64018400,34551397,
115,61652480,34822407,
116,75734400,35231526,
117,44249760,35321708,
118,74848000,35716970,
119,66691520,36026715,
120,70277760,36369225,
121,57017920,36575711,
122,50387520,36713829,
123,69355520,37040245,
124,77287040,37442712,
125,70756320,37775848,
126,99232960,38390419,
127,79163040,38798145,
128,96809600,39378259,
129,81612480,39800601,
130,99240640,40395001,
131,108218560,41073236,
132,55334240,41215846,
133,122464960,42028337,
134,73465280,42342706,
135,103855840,42957837,
136,74496000,43273218,
137,94476480,43785250,
138,88687040,44234267,
139,111206560,44903989,
140,83111200,45286061,
141,86026400,45693464,
142,83607360,46072602,
143,74994240,46361818,
144,110765280,47005852,
145,87564960,47411443,
146,75516640,47692494,
147,101100160,48226570,
148,90461120,48648915,
149,103535520,49197781,
150,106984960,49775652,
151,104911680,50327012,
152,87478080,50698522,
153,106785120,51259387,
154,91831520,51665108,
155,109049600,52238952,
156,95208960,52668652,
157,67365120,52815616,
158,110848640,53395946,
159,124221920,54104205,
160,82828800,54391450,
161,82573120,54673266,
162,84470720,54971240,
163,107296320,55494490,
164,70253280,55642077,
165,80374400,55889400,
166,85925760,56189763,
167,98049920,56608364,
168,101223840,57054518,
169,114553440,57629507,
170,97542880,58028640,
171,104048480,58488838,
172,63236320,58536312,
173,85867360,58809622,
174,72504320,58946568,
175,79800800,59155110,
176,88145120,59445010,
177,95562080,59806180,
178,70018720,59908305,
179,98981760,60299039,
180,93761280,60633661,
181,70999040,60737314,
182,0,60129940,
183,0,59528640,
184,0,58933353,
185,0,58344019,
186,0,57760578,
