t,data,a0.3,
0,0,0,
1,0,0,
2,0,0,
3,0,0,
4,0,0,
5,9060464,2718139,
6,31367584,11312972,
7,30632544,17108843,
8,31112704,21310001,
9,30062080,23935624,
10,30750496,25980085,
11,30099392,27215877,
12,30890336,28318214,
13,30841376,29075162,
14,31221472,29719055,
15,31586496,30279287,
16,32885248,31061075,
17,31828992,31291450,
18,31580288,31378101,
19,31974240,31556942,
20,29796480,31028803,
21,31507488,31172408,
22,31856800,31377725,
23,32316160,31659255,
24,31135328,31502076,
25,30719680,31267357,
26,30846752,31141175,
27,31280448,31182956,
28,31501472,31278510,
29,31127520,31233213,
30,32383200,31578209,
31,31884448,31670080,
32,31179808,31522998,
33,31839776,31618031,
34,31429888,31561588,
35,30007456,31095348,
36,32362752,31475569,
37,30958752,31320523,
38,32503648,31675460,
39,31787488,31709068,
40,32454752,31932773,
41,30628800,31541581,
42,32089408,31705929,
43,31954176,31780403,
44,31161856,31594838,
45,31131104,31455717,
46,31063840,31338153,
47,31486304,31382598,
48,31518368,31423329,
49,31962656,31585127,
50,31881056,31673905,
51,30892672,31439535,
52,31041184,31320029,
53,31454368,31360330,
54,31327424,31350458,
55,32004384,31546635,
56,31309920,31475620,
57,31614560,31517302,
58,30743232,31285081,
59,30575680,31072260,
60,31870688,31311788,
61,32354208,31624514,
62,31889792,31704097,
63,32586112,31968701,
64,31541824,31840637,
65,42305328,34980044,
66,58240928,41958309,
67,57773312,46702809,
68,63611840,51775518,
69,57899936,53612843,
70,65570272,57200071,
71,61640576,58532222,
72,62402368,59693265,
73,68484640,62330677,
74,67386464,63847413,
75,60333632,62793278,
76,64990464,63452433,
77,65298912,64006376,
78,68716512,65419416,
79,62480704,64537802,
80,63273920,64158637,
81,64928256,64389522,
82,66593536,65050726,
83,66480160,65479556,
84,61969280,64426473,
85,62126176,63736383,
86,65734688,64335874,
87,57940736,62417332,
88,61632928,62182010,
89,58066912,60947480,
90,65726624,62381223,
91,65057728,63184174,
92,67191008,64386224,
93,65345056,64673873,
94,62688672,64078312,
95,63296928,63843896,
96,66959104,64778458,
97,65551040,65010232,
98,60763840,63736314,
99,61258848,62993074,
100,66179072,63948873,
101,65421248,64390585,
102,68582336,65648110,
103,68286656,66439673,
104,67255008,66684273,
105,60905856,64950747,
106,62187360,64121730,
107,65855296,64641799,
108,63782240,64383931,
109,63834176,64219004,
110,64811392,64396720,
111,60867360,63337912,
112,62904256,63207815,
113,61022144,62552113,
114,63635712,62877192,
115,69090592,64741212,
116,63543872,64382010,
117,60505536,63219067,
118,65017376,63758559,
119,63854656,63787388,
120,63215936,63615952,
121,62790912,63368440,
122,68684512,64963261,
123,62275808,64157025,
124,60541856,63072474,
125,68458960,64688419,
126,97470784,74523128,
127,94188320,80422685,
128,100371360,86407287,
129,99909600,90457980,
130,98954976,93007078,
131,100274944,95187437,
132,95191520,95188661,
133,95568704,95302673,
134,90754048,93938085,
135,97739328,95078457,
136,94821472,95001361,
137,93455840,94537704,
138,93929312,94355186,
139,100294592,96137007,
140,93436544,95326868,
141,88182560,93183575,
142,90415584,92353177,
143,96323392,93544241,
144,102792224,96318635,
145,96461952,96361630,
146,96106176,96284993,
147,87901248,93769869,
148,88421536,92165369,
149,91150304,91860849,
150,92048064,91917013,
151,91257952,91719294,
152,89048480,90918049,
153,99375168,93455184,
154,84618944,90804312,
155,99623168,93449968,
156,98827232,95063147,
157,87022688,92651009,
158,94574368,93228016,
159,96007136,94061752,
160,97129920,94982202,
161,90859424,93745368,
162,92186400,93277677,
163,93767328,93424572,
164,98418304,94922691,
165,96606016,95427688,
166,97771392,96130799,
167,98466432,96831488,
168,97641216,97074406,
169,102459072,98689805,
170,84342720,94385679,
171,94218784,94335610,
172,89462976,92873819,
173,96251712,93887186,
174,90093184,92748985,
175,97942720,94307105,
176,103291232,97002343,
177,96397920,96821016,
178,90707904,94987082,
179,97198592,95650535,
180,87788384,93291889,
181,51552160,80769970,
182,0,56538979,
183,0,39577285,
184,0,27704099,
185,0,19392869,
186,0,13575008,
