t,data,a0.05,
0,0,0,
1,0,0,
2,0,0,
3,0,0,
4,0,0,
5,3671680,183584,
6,22841280,1316468,
7,25101120,2505700,
8,31127360,3936783,
9,32157600,5347823,
10,34059840,6783423,
11,33807520,8134627,
12,29835520,9219671,
13,28875200,10202447,
14,32841600,11334404,
15,30723200,12303843,
16,28432000,13110250,
17,31832000,14046337,
18,31714560,14929748,
19,32654080,15815964,
20,34587200,16754525,
21,31886080,17511102,
22,31058240,18188458,
23,29591200,18758595,
24,32696640,19455497,
25,30775040,20021474,
26,34123200,20726560,
27,33283840,21354424,
28,30359360,21804670,
29,28826880,22155780,
30,34810560,22788519,
31,31587840,23228485,
32,28068160,23470468,
33,29152640,23754576,
34,33235520,24228623,
35,32232640,24628823,
36,30359360,24915349,
37,32046080,25271885,
38,33925120,25704546,
39,29290880,25883862,
40,34223360,26300836,
41,33407040,26656146,
42,34048320,27025754,
43,34346560,27391794,
44,34069120,27725660,
45,28703680,27774561,
46,30396000,27905632,
47,31816320,28101166,
48,30865760,28239395,
49,31298880,28392369,
50,31170080,28531254,
51,32404160,28724899,
52,33364480,28956878,
53,33599360,29189002,
54,32473600,29353231,
55,31591360,29465137,
56,29579840,29470872,
57,32862560,29640456,
58,27552320,29536049,
59,31528000,29635646,
60,32232640,29765495,
61,33822720,29968356,
62,31710880,30055482,
63,31832000,30144307,
64,30296000,30151891,
65,41650800,30726836,
66,54288000,31904894,
67,68464000,33732849,
68,59228800,35007646,
69,62932800,36403903,
70,59307200,37549067,
71,65468160,38945021,
72,65708800,40283209,
73,62185600,41378328,
74,64001120,42509467,
75,63425600,43555273,
76,59906720,44372845,
77,65052480,45406826,
78,61391040,46206036,
79,58945600,46843014,
80,67252800,47863503,
81,64955840,48718119,
82,61303680,49347397,
83,63760480,50068051,
84,64028480,50766072,
85,62260480,51340792,
86,62393760,51893440,
87,58433280,52220432,
88,66067840,52912802,
89,67166240,53625473,
90,65937920,54241095,
91,63654720,54711776,
92,60962880,55024331,
93,62405280,55393378,
94,62657920,55756605,
95,65459200,56241734,
96,61914720,56525383,
97,62884480,56843337,
98,63339200,57168130,
99,66504320,57634939,
100,66509600,58078672,
101,62360640,58292770,
102,61719360,58464099,
103,59725120,58527150,
104,64507840,58826184,
105,60418240,58905786,
106,67278080,59324400,
107,63007520,59508556,
108,62457280,59655992,
109,65831840,59964784,
110,61523520,60042720,
111,63926400,60236904,
112,62019840,60326050,
113,60824640,60350979,
114,62308800,60448870,
115,69644160,60908634,
116,57840320,60755218,
117,64176320,60926273,
118,64252800,61092599,
119,65997760,61337857,
120,67278080,61634868,
121,68234720,61964860,
122,62053120,61969273,
123,66484800,62195049,
124,64576800,62314136,
125,69927040,62694781,
126,95279680,64324025,
127,108742880,66544967,
128,99572480,68196342,
129,81555200,68864284,
130,95459840,70194061,
131,108149440,72091829,
132,99287360,73451605,
133,93804800,74469264,
134,96411200,75566360,
135,81786560,75877370,
136,105132800,77340141,
137,105111200,78728693,
138,88540160,79219266,
139,95560480,80036326,
140,100055360,81037277,
141,88705920,81420709,
142,80725920,81385969,
143,82006240,81416982,
144,87164480,81704356,
145,86079840,81923130,
146,99433600,82798653,
147,87730720,83045256,
148,117078400,84746913,
149,81408960,84580015,
150,98402560,85271142,
151,119770080,86996088,
152,94189120,87355739,
153,93047680,87640336,
154,98757760,88196207,
155,80406080,87806700,
156,90479680,87940349,
157,97664160,88426539,
158,95203360,88765380,
159,91689920,88911607,
160,91582560,89045154,
161,91897920,89187792,
162,94655360,89461170,
163,109835520,90479887,
164,85137120,90212748,
165,117335840,91568902,
166,92352320,91608072,
167,104780000,92266668,
168,83342240,91820446,
169,88185120,91638679,
170,82497920,91181641,
171,92618400,91253478,
172,100084320,91695020,
173,91605600,91690549,
174,92768480,91744445,
175,91184640,91716454,
176,86861120,91473687,
177,95165600,91658282,
178,79815360,91066135,
179,101247040,91575180,
180,84014400,91197141,
181,48204480,89047507,
182,0,84595131,
183,0,80365374,
184,0,76347105,
185,0,72529749,
186,0,68903261,
