t,data,a0.5,
0,0,0,
1,0,0,
2,0,0,
3,0,0,
4,0,0,
5,5784640,2892320,
6,35143360,19017840,
7,26517120,22767480,
8,31293120,27030300,
9,30049600,28539950,
10,29772160,29156055,
11,31009920,30082987,
12,31955200,31019093,
13,31533760,31276426,
14,30994720,31135573,
15,34993600,33064586,
16,29013440,31039013,
17,32633280,31836146,
18,29173440,30504793,
19,30070400,30287596,
20,31169920,30728758,
21,32355840,31542299,
22,31822720,31682509,
23,28784320,30233414,
24,31169760,30701587,
25,33449600,32075593,
26,32900480,32488036,
27,32648320,32568178,
28,31479680,32023929,
29,31287360,31655644,
30,29365760,30510702,
31,30940640,30725671,
32,30780800,30753235,
33,32467520,31610377,
34,34506400,33058388,
35,33352960,33205674,
36,30299520,31752597,
37,31175680,31464138,
38,28592000,30028069,
39,29296640,29662354,
40,31479680,30571017,
41,31229600,30900308,
42,31154880,31027594,
43,32238400,31632997,
44,28886560,30259778,
45,31608640,30934209,
46,33283840,32109024,
47,34458240,33283632,
48,28778560,31031096,
49,31004160,31017628,
50,30892480,30955054,
51,29360000,30157527,
52,33952640,32055083,
53,35804000,33929541,
54,31708800,32819170,
55,30904000,31861585,
56,29109920,30485752,
57,29835520,30160636,
58,29958720,30059678,
59,32461760,31260719,
60,29835520,30548119,
61,29947200,30247659,
62,30338400,30293029,
63,30236160,30264594,
64,31100800,30682697,
65,40304480,35493588,
66,68603520,52048554,
67,61995360,57021957,
68,65425600,61223778,
69,60893760,61058769,
70,63600640,62329704,
71,63769920,63049812,
72,65811200,64430506,
73,65175680,64803093,
74,61950720,63376906,
75,61598400,62487653,
76,66296000,64391826,
77,60269760,62330793,
78,62634400,62482596,
79,65164160,63823378,
80,62383680,63103529,
81,63600640,63352084,
82,59005280,61178682,
83,60728960,60953821,
84,62559360,61756590,
85,66765760,64261175,
86,62218560,63239867,
87,64615040,63927453,
88,61130880,62529166,
89,61544320,62036743,
90,61188480,61612611,
91,66034560,63823585,
92,60535680,62179632,
93,59869760,61024696,
94,64118720,62571708,
95,61282720,61927214,
96,62047360,61987287,
97,66147520,64067403,
98,63296480,63681941,
99,71671680,67676810,
100,61956480,64816645,
101,64631040,64723842,
102,61893120,63308481,
103,65398880,64353680,
104,64636800,64495240,
105,61598400,63046820,
106,62634560,62840690,
107,58919040,60879865,
108,61471680,61175772,
109,66184320,63680046,
110,66323360,65001703,
111,59954240,62477971,
112,59297760,60887865,
113,64838400,62863132,
114,60803840,61833486,
115,62399520,62116503,
116,60824640,61470571,
117,65277760,63374165,
118,60354720,61864442,
119,64663200,63263821,
120,62110240,62687030,
121,64239680,63463355,
122,67054560,65258957,
123,62062400,63660678,
124,65393280,64526979,
125,68420320,66473649,
126,87093120,76783384,
127,92048000,84415692,
128,92527520,88471606,
129,88958400,88715003,
130,91418720,90066861,
131,88323680,89195270,
132,101560960,95378115,
133,111356960,103367537,
134,92042880,97705208,
135,92394880,95050044,
136,94888000,94969022,
137,87948320,91458671,
138,89832320,90645495,
139,84131680,87388587,
140,96441280,91914933,
141,102632960,97273946,
142,86911360,92092653,
143,96986880,94539766,
144,91915200,93227483,
145,96418240,94822861,
146,100226880,97524870,
147,102510080,100017475,
148,95812480,97914977,
149,98342240,98128608,
150,94060160,96094384,
151,95827520,95960952,
152,96248960,96104956,
153,97866400,96985678,
154,86726880,91856279,
155,94002560,92929419,
156,100513600,96721509,
157,99008480,97864994,
158,84212320,91038657,
159,93135680,92087168,
160,97184800,94635984,
161,96281920,95458952,
162,95671840,95565396,
163,93051520,94308458,
164,100488320,97398389,
165,91599680,94499034,
166,101097280,97798157,
167,94246560,96022358,
168,83863680,89943019,
169,108176800,99059909,
170,98450080,98754994,
171,87248640,93001817,
172,92042880,92522348,
173,96703520,94612934,
174,91801920,93207427,
175,92214400,92710913,
176,94120000,93415456,
177,97695040,95555248,
178,91103360,93329304,
179,86778880,90054092,
180,90699040,90376566,
181,45460800,67918683,
182,0,33959341,
183,0,16979670,
184,0,8489835,
185,0,4244917,
186,0,2122458,
