t,data_mean,ewma_mean,ewma_mean_low,ewma_mean_high
0,0,0,0,0
1,0,0,0,0
2,0,0,0,0
3,0,0,0,0
4,0,0,0,0
5,12526000,3757799,1686495,5829103
6,31521468,12086899,10686317,13487482
7,31223232,17827798,16704129,18951467
8,31854343,22035761,21172766,22898756
9,31542645,24887826,24237609,25538043
10,31374712,26833891,26373871,27293912
11,32183128,28438662,27356622,29520702
12,35167520,30457319,27098208,33816429
13,35164433,31869453,26846992,36891913
14,34956526,32795574,26945111,38646038
15,34884672,33422303,26941822,39902784
16,34218485,33661157,27378650,39943664
17,31249916,32937784,28582855,37292713
18,31723246,32573422,29665695,35481150
19,31533251,32261371,30185641,34337100
20,31455381,32019573,30579606,33459540
21,31898641,31983293,30874860,33091726
22,31560903,31856576,31055912,32657239
23,31682716,31804417,31210628,32398207
24,31302552,31653857,31153952,32153762
25,31504028,31608908,31121656,32096159
26,31725102,31643766,31275006,32012526
27,31580611,31624819,31319261,31930377
28,31674240,31639645,31436631,31842658
29,31314794,31542189,31335182,31749195
30,31539427,31541360,31263307,31819413
31,31504771,31530383,31274318,31786448
32,31127786,31409603,31228817,31590389
33,31463004,31425623,31261547,31589699
34,31504167,31449186,31270477,31627894
35,31309091,31407157,31235801,31578513
36,31709560,31497878,31325665,31670090
37,31362887,31457380,31314331,31600428
38,31657578,31517439,31335700,31699177
39,31501809,31512750,31290500,31734999
40,31159537,31406786,31207716,31605855
41,31494410,31433073,31280158,31585987
42,31641717,31495665,31333235,31658096
43,31277322,31430162,31254284,31606039
44,31346236,31404983,31254132,31555835
45,31603463,31464527,31291477,31637577
46,31375900,31437938,31298322,31577554
47,31670940,31507838,31298819,31716857
48,31490296,31502575,31344161,31660990
49,31697571,31561074,31293164,31828984
50,31705592,31604429,31428901,31779956
51,31357813,31530443,31351674,31709212
52,31481304,31515701,31291097,31740305
53,31447107,31495123,31178797,31811448
54,31671616,31548070,31257239,31838901
55,31730887,31602914,31411408,31794421
56,31668856,31622697,31429168,31816225
57,31448792,31570525,31347488,31793562
58,31784718,31634782,31489709,31779856
59,31140878,31486610,31321990,31651230
60,31935104,31621158,31471304,31771012
61,31428814,31563454,31466066,31660843
62,31753831,31620567,31465697,31775437
63,31672103,31636027,31439500,31832554
64,31475520,31587874,31422573,31753175
65,39013232,33815481,33066837,34564125
66,58291203,41158197,38373511,43942884
67,59184035,46565948,42228000,50903896
68,59942926,50579041,45122089,56035992
69,56928881,52483993,46380527,58587458
70,60292419,54826520,48046058,61606982
71,61147973,56722955,50382752,63063159
72,63894108,58874301,54218781,63529820
73,61968942,59802692,56255866,63349519
74,62790588,60699061,58145157,63252965
75,63033137,61399283,59544091,63254475
76,64518360,62335006,60764854,63905158
77,63420124,62660541,60998898,64322184
78,63727153,62980524,61851790,64109258
79,63958581,63273941,61900684,64647197
80,62404504,63013109,61852329,64173890
81,64125916,63346951,62121609,64572292
82,63462584,63381640,62555112,64208169
83,63315463,63361787,62364500,64359073
84,63495050,63401765,62535799,64267732
85,63134432,63321565,62705597,63937532
86,63917144,63500238,62941429,64059046
87,62629984,63239161,62524262,63954060
88,62502076,63018035,62189368,63846702
89,62212618,62776410,61642436,63910383
90,63463616,62982571,62390939,63574203
91,63459772,63125731,62265953,63985508
92,63173443,63140044,62035786,64244302
93,62628704,62986641,61943706,64029576
94,62929411,62969472,62028104,63910840
95,62425731,62806349,61653507,63959191
96,62487249,62710619,61704742,63716495
97,62703616,62708517,61253372,64163662
98,63997610,63095245,61931029,64259460
99,62045848,62780425,61620327,63940524
100,64494353,63294603,62287173,64302033
101,65480615,63950406,63047083,64853730
102,63603267,63846264,62465791,65226737
103,63192561,63650153,62332660,64967645
104,65020369,64061217,62741465,65380970
105,62541752,63605377,62626486,64584268
106,63236401,63494684,62775907,64213461
107,63769461,63577117,62790586,64363647
108,63882186,63668637,62673751,64663523
109,61975669,63160746,62349573,63971919
110,62036992,62823619,62246004,63401234
111,62167520,62626789,62052181,63201397
112,62421134,62565092,61993576,63136608
113,61969347,62386368,61695316,63077420
114,62986488,62566404,61754376,63378431
115,62852248,62652157,61688751,63615562
116,64552373,63222221,62370333,64074109
117,63342517,63258309,62486541,64030078
118,64135861,63521574,62545370,64497779
119,63158983,63412796,62953309,63872283
120,63162602,63337738,62759277,63916199
121,62100099,62966446,61754210,64178681
122,63111004,63009813,61652569,64367057
123,61059637,62424760,61084634,63764885
124,64355224,63003899,62450808,63556989
125,73154003,66048929,64498912,67598947
126,91710659,73747448,70341418,77153477
127,92701809,79433756,74486233,84381278
128,91245297,82977218,76980090,88974345
129,88985472,84779693,78287027,91272359
130,94398240,87665257,80266639,95063874
131,91065585,88685355,81594707,95776002
132,95048760,90594376,85621860,95566891
133,96123854,92253219,88806155,95700283
134,94518727,92932871,90346669,95519072
135,95602371,93733720,91363282,96104159
136,94769212,94044367,92529616,95559118
137,94555832,94197806,93189728,95205885
138,93469834,93979414,92675042,95283787
139,92976181,93678444,92575382,94781506
140,93818346,93720414,92599576,94841252
141,90056913,92621363,91296877,93945850
142,93670083,92935979,91555083,94316874
143,94655182,93451739,91309369,95594109
144,95276728,93999235,92496981,95501490
145,94012999,94003364,92877346,95129382
146,94449347,94137158,92724905,95549412
147,95085852,94421766,93240411,95603121
148,94781073,94529558,93145834,95913282
149,95277016,94753795,93175073,96332517
150,92080714,93951870,92559498,95344242
151,95561137,94434650,93302681,95566619
152,95863523,94863311,93406113,96320510
153,95136238,94945189,94233907,95656471
154,91641756,93954159,92049578,95858739
155,94844789,94221347,92519468,95923227
156,93661816,94053488,92199926,95907049
157,92915189,93711997,92114224,95309771
158,95803633,94339488,92681576,95997399
159,95001237,94538012,92986775,96089248
160,96447726,95110925,93598495,96623356
161,93280718,94561862,92443956,96679769
162,92320835,93889554,92465898,95313209
163,95767384,94452902,93486621,95419184
164,92844504,93970383,92854569,95086196
165,95120131,94315307,93038063,95592550
166,96178339,94874216,94106620,95641812
167,93597312,94491144,93160410,95821878
168,94495665,94492500,92786036,96198965
169,95382901,94759620,92777726,96741514
170,90562979,93500627,91996838,95004417
171,97563022,94719345,93768519,95670171
172,94623729,94690660,93863997,95517322
173,94376462,94596400,93675625,95517176
174,92834464,94067819,93010274,95125364
175,94640782,94239707,93333297,95146118
176,95414680,94592199,93570216,95614182
177,95323857,94811696,93596734,96026658
178,93482410,94412910,92917619,95908201
179,96853173,95144988,93342770,96947207
180,93035438,94512123,93112880,95911366
181,52493223,81906452,77550856,86262049
182,10741937,60557098,50172497,70941698
183,10701048,45600283,30941706,60258859
184,9935527,34900855,17770200,52031511
185,11018577,27736172,8123573,47348770
186,10505169,22566871,1571144,43562597
