t,data_mean,ewma_mean,ewma_mean_low,ewma_mean_high
0,0,0,0,0
1,0,0,0,0
2,0,0,0,0
3,0,0,0,0
4,0,0,0,0
5,9118696,1823739,1366846,2280632
6,29743584,7407707,6633116,8182299
7,29707888,11867743,10606732,13128754
8,32569136,16008021,14997352,17018691
9,30451792,18896775,18023932,19769618
10,30736880,21264795,20721439,21808152
11,31745376,23360911,22907013,23814809
12,31233136,24935355,24432858,25437853
13,30916192,26131522,25582633,26680411
14,31562496,27217716,26743794,27691639
15,30834720,27941117,27393935,28488298
16,31413744,28635642,28035958,29235325
17,32380272,29384567,28918158,29850976
18,32617424,30031138,29452788,30609488
19,31366672,30298244,29775303,30821185
20,32349200,30708435,30083675,31333194
21,31203984,30807544,30421008,31194081
22,31559904,30958016,30615371,31300660
23,31991536,31164719,30812226,31517212
24,31343760,31200527,30837183,31563871
25,30816160,31123653,30613824,31633483
26,31177952,31134512,30772670,31496355
27,32222976,31352205,31037334,31667075
28,30922272,31266218,31034924,31497512
29,31722240,31357422,30888310,31826534
30,31136416,31313220,30674515,31951925
31,30261216,31102819,30376025,31829612
32,31329296,31148114,30677038,31619189
33,30708912,31060273,30330696,31789850
34,31911040,31230426,30422454,32038398
35,31476144,31279569,30560833,31998305
36,31423024,31308259,30677778,31938741
37,33857648,31818137,31474051,32162222
38,30523248,31559158,31090967,32027349
39,29274064,31102139,30557594,31646684
40,31663888,31214488,30798742,31630234
41,30786352,31128861,30639878,31617843
42,30966624,31096413,30543524,31649302
43,31818272,31240784,30633165,31848404
44,31274544,31247536,30538038,31957034
45,30746576,31147343,30460527,31834160
46,31503328,31218540,30713184,31723895
47,31783184,31331468,30876044,31786892
48,30988096,31262793,30944281,31581305
49,31137856,31237805,30865783,31609827
50,31275008,31245245,30851623,31638868
51,31393568,31274909,30856803,31693015
52,32033568,31426640,30974404,31878877
53,32298832,31601078,31144185,32057971
54,31633104,31607483,31155697,32059269
55,30742320,31434450,31013828,31855072
56,30776368,31302833,30947970,31657696
57,32166064,31475479,31096262,31854695
58,31474224,31475227,31168026,31782429
59,31463504,31472882,31148556,31797208
60,31273776,31433060,30904236,31961884
61,32058960,31558240,31018779,32097700
62,31270400,31500671,31090113,31911229
63,31831824,31566901,31088117,32045686
64,30660112,31385543,30868343,31902743
65,40752952,33259024,32373258,34144791
66,64587984,39524816,38231182,40818450
67,61511488,43922150,41549696,46294603
68,57128880,46563495,44388577,48738414
69,62472016,49745199,48510016,50980382
70,65235424,52843244,51803158,53883330
71,62945792,54863753,53481281,56246225
72,60588832,56008768,54204214,57813322
73,65610512,57929116,56506177,59352056
74,63166000,58976493,57457738,60495247
75,69312320,61043658,58402326,63684989
76,60550576,60945041,58827688,63062394
77,61859472,61127927,59102837,63153016
78,66051680,62112677,58949072,65276281
79,64572416,62604624,59039891,66169357
80,67682608,63620220,60535947,66704493
81,61359456,63168067,59707640,66628495
82,62981040,63130661,60159843,66101479
83,64875504,63479629,61220345,65738914
84,64593600,63702423,61244658,66160188
85,59158672,62793672,60989350,64597994
86,62871824,62809302,61009950,64608654
87,62627568,62772955,59908725,65637185
88,59185520,62055467,59107047,65003887
89,63213920,62287158,59323491,65250824
90,63017792,62433284,60168417,64698151
91,62755536,62497734,59788461,65207007
92,61056800,62209547,60194969,64224124
93,64985616,62764760,60909415,64620105
94,61695440,62550895,60323569,64778222
95,64595296,62959775,61046965,64872585
96,66356256,63639071,61769838,65508304
97,65902928,64091842,62486914,65696769
98,64670160,64207505,62739546,65675463
99,62489040,63863811,62518505,65209118
100,61619408,63414930,61293096,65536764
101,63656912,63463326,61839038,65087615
102,63501824,63471025,61527515,65414536
103,66816288,64140077,61815248,66464907
104,65516064,64415274,62677116,66153432
105,63067120,64145643,62421096,65870190
106,62186192,63753752,61570854,65936651
107,62490112,63501024,61356435,65645612
108,60743936,62949606,61381994,64517218
109,61467808,62653246,60722286,64584206
110,63219184,62766433,60924856,64608009
111,61197744,62452695,60702052,64203337
112,60571296,62076414,60587174,63565654
113,64760848,62613301,60208160,65018441
114,62451808,62581002,60226022,64935982
115,65086576,63082116,60476625,65687606
116,68119760,64089644,61150299,67028989
117,57582672,62788249,60410714,65165784
118,66063424,63443284,61086096,65800472
119,63241312,63402889,61474324,65331453
120,61280624,62978435,61166513,64790357
121,59527568,62288261,60696895,63879627
122,62611312,62352871,61036393,63669349
123,64972224,62876741,61691677,64061804
124,71131088,64527610,63075825,65979394
125,68068984,65235884,63998124,66473644
126,99501872,72089081,69635678,74542484
127,96222496,76915763,73523612,80307915
128,96978080,80928226,77943078,83913374
129,90630128,82868606,80739960,84997252
130,98812592,86057403,83926792,88188013
131,104882928,89822508,87607813,92037202
132,101275488,92113103,88583500,95642706
133,93342192,92358921,90859565,93858276
134,85485504,90984237,89329337,92639136
135,92027552,91192899,89133099,93252700
136,90824672,91119253,88129005,94109502
137,95829296,92061262,89313454,94809069
138,98294544,93307918,91075775,95540060
139,98249920,94296318,92324768,96267867
140,93101968,94057447,91575670,96539225
141,96290144,94503986,92136519,96871454
142,94627936,94528776,91850795,97206756
143,91551312,93933282,89754251,98112313
144,98350688,94816763,91189542,98443983
145,92980128,94449435,90668065,98230806
146,97040032,94967554,91953646,97981463
147,89262480,93826539,91410709,96242369
148,95370640,94135358,91659055,96611662
149,94477376,94203762,91698604,96708919
150,101333920,95629793,93004581,98255004
151,97375776,95978989,93664365,98293612
152,97319504,96247091,93403700,99090483
153,92579936,95513660,93023868,98003452
154,92497440,94910415,92429426,97391405
155,98316832,95591698,93076218,98107178
156,87465024,93966363,90102655,97830071
157,88358112,92844712,89949190,95740234
158,97034336,93682636,91374113,95991160
159,100220176,94990144,91255842,98724445
160,94253808,94842876,92350897,97334855
161,97254720,95325244,91616399,99034090
162,88091200,93878435,90636713,97120157
163,92833040,93669356,91605207,95733504
164,91504080,93236300,90881496,95591104
165,93529104,93294860,89896625,96693096
166,88542144,92344317,89367648,95320985
167,95916816,93058816,90081040,96036591
168,92499776,92947007,88815981,97078034
169,92075824,92772770,87927692,97617848
170,94337792,93085774,89061990,97109559
171,94214432,93311505,89333899,97289112
172,91205072,92890218,88035861,97744575
173,98948304,94101835,89572534,98631136
174,97331152,94747698,89035774,100459622
175,89775104,93753179,89141729,98364629
176,94870992,93976741,90064181,97889301
177,93872752,93955943,90884365,97027520
178,87135424,92591838,89699978,95483699
179,92950864,92663643,90928405,94398881
180,97382000,93607314,90953500,96261128
181,51063408,85098532,83259727,86937337
182,0,68078825,66607781,69549869
183,0,54463060,53286225,55639895
184,0,43570447,42628979,44511915
185,0,34856357,34103183,35609532
186,0,27885086,27282546,28487625
