t,data,a0.3,
0,0,0,
1,0,0,
2,0,0,
3,0,0,
4,0,0,
5,8889400,2666820,
6,40283680,13951878,
7,36018720,20571930,
8,31909120,23973087,
9,30551200,25946520,
10,30035840,27173316,
11,31419120,28447057,
12,31437600,29344219,
13,31031200,29850313,
14,31136000,30236019,
15,30025360,30172821,
16,33462880,31159838,
17,31635040,31302398,
18,32497440,31660910,
19,29061760,30881165,
20,31047760,30931143,
21,33263680,31630904,
22,32358720,31849248,
23,32387520,32010729,
24,32150880,32052774,
25,32464480,32176285,
26,32102080,32154023,
27,31172800,31859656,
28,31628640,31790351,
29,30078320,31276741,
30,32569520,31664574,
31,30065760,31184929,
32,32507760,31581778,
33,31026480,31415188,
34,30466160,31130479,
35,30299520,30881191,
36,31287360,31003041,
37,33220560,31668296,
38,33409920,32190783,
39,34242800,32806388,
40,31794640,32502863,
41,31186080,32107828,
42,31359360,31883287,
43,31509600,31771180,
44,32405840,31961578,
45,29414000,31197304,
46,30879120,31101848,
47,32699440,31581125,
48,30057120,31123923,
49,31023600,31093826,
50,30270720,30846894,
51,30826240,30840697,
52,29800960,30528775,
53,31917760,30945470,
54,30492320,30809525,
55,32312640,31260459,
56,32412640,31606113,
57,32149760,31769207,
58,32795680,32077148,
59,28677600,31057283,
60,30291920,30827674,
61,31199840,30939323,
62,33521520,31713982,
63,29593120,31077723,
64,29932080,30734030,
65,37066800,32633861,
66,69223600,43610782,
67,59898800,48497187,
68,66905360,54019638,
69,63722240,56930418,
70,60620640,58037484,
71,68114400,61060558,
72,63526880,61800454,
73,61828080,61808741,
74,59732320,61185814,
75,63657040,61927181,
76,61346960,61753114,
77,73152720,65172995,
78,58622080,63207720,
79,67115120,64379940,
80,62262800,63744798,
81,66398480,64540902,
82,68530880,65737895,
83,66103600,65847606,
84,66883280,66158308,
85,59628880,64199479,
86,58692320,62547331,
87,56289360,60669939,
88,69787440,63405189,
89,64582640,63758424,
90,58409120,62153632,
91,64331600,62807022,
92,63165840,62914667,
93,63227360,63008474,
94,68092800,64533771,
95,66133120,65013575,
96,71052320,66825198,
97,62586320,65553534,
98,62233760,64557601,
99,61821680,63736824,
100,62527520,63374032,
101,63002960,63262710,
102,64758880,63711561,
103,64264720,63877508,
104,69736320,65635151,
105,66704560,65955973,
106,67294720,66357597,
107,59863760,64409445,
108,66835280,65137195,
109,63474480,64638380,
110,67332240,65446538,
111,62772800,64644416,
112,70977360,66544299,
113,59498160,64430457,
114,65362240,64709991,
115,65580960,64971281,
116,67876640,65842888,
117,70826560,67337989,
118,60714560,65350960,
119,63173440,64697704,
120,57456240,62525264,
121,63504880,62819148,
122,64409440,63296235,
123,60656080,62504188,
124,61974800,62345371,
125,76763160,66670707,
126,84806480,72111438,
127,97569600,79748886,
128,97650640,85119412,
129,90732080,86803212,
130,104294320,92050544,
131,99872800,94397220,
132,108423520,98605110,
133,75364640,91632969,
134,102063120,94762014,
135,94505760,94685137,
136,89980000,93273595,
137,95605120,93973052,
138,101907520,96353392,
139,84846480,92901318,
140,100404160,95152170,
141,90110080,93639543,
142,88218880,92013344,
143,93800400,92549460,
144,87940400,91166742,
145,94780560,92250887,
146,103422160,95602268,
147,89585120,93797123,
148,84742640,91080778,
149,93337360,91757752,
150,111198880,97590090,
151,100469600,98453943,
152,85081920,94442336,
153,99161360,95858043,
154,98585840,96676382,
155,82712560,92487235,
156,107813920,97085240,
157,88740880,94581932,
158,108023760,98614480,
159,108268560,101510704,
160,95812240,99801164,
161,110181680,102915318,
162,98732000,101660322,
163,109316800,103957265,
164,87970880,99161349,
165,80368880,93523608,
166,87451760,91702053,
167,100878640,94455029,
168,98396880,95637584,
169,101772320,97478004,
170,111890880,101801866,
171,83452960,96297194,
172,88527680,93966339,
173,94191600,94033917,
174,116174320,100676037,
175,86533120,96433161,
176,94969360,95994020,
177,88908560,93868382,
178,75101760,88238395,
179,90606080,88948700,
180,103738480,93385634,
181,40683760,77575071,
182,0,54302549,
183,0,38011784,
184,0,26608248,
185,0,18625773,
186,0,13038041,
