t,data_mean,ewma_mean,ewma_mean_low,ewma_mean_high
0,0,0,0,0
1,0,0,0,0
2,0,0,0,0
3,0,0,0,0
4,0,0,0,0
5,9489146,2846744,2120111,3573376
6,29143608,10735803,9498743,11972862
7,30062417,16533787,14538135,18529439
8,32710915,21386925,19974381,22799468
9,30496480,24119791,22954902,25284679
10,30844071,26137074,25540485,26733663
11,31827093,27844079,27337317,28350841
12,31152906,28836727,28205822,29467632
13,30847573,29439980,28735482,30144479
14,31625582,30095660,29429625,30761695
15,30372622,30178748,29365168,30992328
16,31680444,30629257,29750788,31507725
17,32352160,31146127,30488895,31803359
18,33000088,31702315,30866126,32538504
19,31510702,31644831,30933885,32355777
20,32480231,31895450,30969802,32821098
21,31076000,31649615,31092144,32207086
22,31530702,31613940,31119982,32107898
23,32347893,31834126,31424234,32244017
24,31363093,31692815,31251942,32133688
25,30523555,31342037,30506925,32177149
26,30986560,31235393,30723832,31746955
27,32175715,31517489,30955921,32079058
28,30860337,31320343,31021981,31618706
29,31770560,31455408,30707894,32202921
30,31333155,31418731,30444933,32392530
31,30185724,31048829,29987354,32110304
32,31390240,31151252,30554490,31748013
33,30513511,30959929,29940119,31979738
34,31622666,31158750,30101713,32215786
35,31267608,31191407,30348165,32034649
36,31547857,31298342,30571066,32025617
37,34155644,32155532,31503524,32807539
38,30737831,31730221,30995390,32465051
39,29271555,30992621,30247315,31737926
40,31684355,31200141,30697095,31703186
41,30737102,31061228,30399984,31722472
42,30945706,31026571,30234577,31818565
43,31771591,31250077,30328302,32171851
44,31539875,31337016,30254367,32419664
45,30650791,31131148,30105857,32156438
46,31305493,31183451,30526921,31839981
47,31485955,31274202,30765391,31783012
48,31233600,31262021,30901860,31622181
49,31152711,31229227,30695116,31763339
50,31317511,31255712,30683324,31828100
51,31619520,31364854,30774051,31955656
52,31820337,31501498,30802583,32200414
53,31909368,31623859,31030259,32217459
54,31624693,31624109,31037913,32210304
55,30724355,31354182,30743841,31964523
56,30961528,31236386,30737556,31735215
57,32425013,31592973,31078469,32107477
58,31642613,31607865,31185555,32030174
59,31352586,31531281,31059087,32003474
60,31433582,31501970,30673608,32330333
61,32293600,31739459,31008175,32470743
62,31373955,31629807,31165152,32094463
63,32009120,31743600,31154156,32333045
64,30611146,31403864,30718194,32089534
65,40802782,34223539,32901380,35545698
66,64141813,43199021,41135037,45263004
67,61457724,48676631,44897667,52455595
68,56207022,50935748,47848692,54022804
69,62647377,54449236,52863006,56035467
70,65417066,57739585,55995483,59483687
71,62854222,59273976,57085014,61462938
72,60008568,59494353,56975556,62013150
73,65658826,61343695,59395684,63291705
74,63301031,61930895,59745688,64116101
75,70169422,64402452,60294628,68510276
76,59912195,63055375,60226308,65884441
77,62036106,62749594,60119938,65379249
78,66431377,63854128,59131518,68576738
79,64506666,64049889,58875355,69224423
80,68271377,65316335,61295295,69337375
81,61110435,64054565,59511816,68597313
82,63422791,63865032,60102300,67627764
83,65336231,64306391,61931239,66681543
84,64819626,64460361,61526038,67394684
85,58313440,62616284,60752521,64480047
86,62944408,62714721,60732289,64697153
87,62406737,62622325,58606043,66638608
88,58969368,61526438,57499842,65553034
89,63399431,62088335,58131678,66044993
90,63221048,62428149,59822492,65033805
91,62391200,62417063,58781373,66052754
92,61114702,62026354,59797980,64254729
93,65554044,63084661,60965438,65203883
94,61426186,62587118,59627668,65546568
95,64963360,63299990,60551716,66048264
96,66835022,64360499,62001958,66719040
97,65875751,64815074,62526135,67104012
98,64822791,64817389,62876429,66758348
99,61468746,63812795,62144217,65481374
100,61581955,63143543,60170005,66117081
101,63548675,63265082,60662884,65867280
102,63680568,63389727,60398518,66380936
103,66973777,64464942,60965187,67964696
104,65613760,64809587,62280523,67338650
105,63230311,64335803,62041797,66629810
106,62136373,63675974,60735562,66616386
107,62886897,63439250,60631668,66246832
108,60663075,62606397,60634269,64578525
109,60943751,62107603,59008527,65206678
110,62874275,62337604,59186870,65488337
111,61335911,62037095,58992594,65081597
112,60712800,61639806,59393524,63886088
113,64752231,62573533,58757720,66389347
114,62634915,62591947,59223914,65959980
115,65385137,63429904,59828204,67031604
116,68930328,65080031,60957796,69202265
117,56727662,62574320,59497709,65650930
118,66697724,63811340,60494007,67128674
119,63083324,63592935,61260125,65925745
120,61188444,62871587,60582592,65160582
121,59004000,61711311,59617073,63805548
122,62117617,61833202,60241456,63424948
123,65295537,62871902,61379862,64363943
124,71768622,65540918,63536289,67545546
125,68029946,66287626,64545406,68029845
126,100880622,76665524,72897326,80433722
127,96686328,82671765,77561837,87781693
128,97472586,87112011,83041466,91182555
129,90815875,88223170,85140225,91306114
130,99634133,91646458,88963612,94329304
131,106722844,96169374,93781789,98556958
132,101243768,97691691,92588516,102794867
133,91340551,95786349,93562926,98009772
134,84756906,92477516,89754578,95200453
135,91986737,92330282,88771909,95888655
136,90373191,91743154,87088811,96397496
137,96704960,93231695,89233872,97229518
138,99234791,95032623,91979255,98085991
139,99818613,96468420,94065799,98871041
140,92730933,95347173,92006554,98687792
141,95585386,95418636,92120451,98716822
142,95485333,95438645,91551384,99325906
143,90947360,94091259,87786761,100395756
144,99065742,95583603,90300952,100866254
145,92598115,94687956,89310760,100065153
146,96685937,95287350,91017350,99557350
147,87790524,93038302,90341333,95735270
148,95321546,93723275,90217843,97228706
149,94047946,93820676,90361018,97280333
150,102142115,96317107,92217941,100416273
151,97547804,96686316,92902706,100469925
152,97438453,96911956,92530432,101293480
153,91992551,95436134,91968600,98903668
154,93138613,94746877,91401063,98092692
155,98796195,95961672,92188109,99735235
156,86015182,92977725,87216742,98738707
157,87174737,91236828,87327161,95146495
158,98459004,93403480,90391819,96415142
159,101007342,95684638,90152947,101216329
160,93928142,95157689,92081391,98233988
161,97362808,95819224,90258276,101380173
162,87248906,93248128,88676015,97820241
163,92808764,93116318,90647116,95585521
164,90505831,92333172,88931808,95734535
165,93743484,92756265,87645437,97867092
166,87147128,91073524,87164950,94982097
167,96102400,92582186,88625850,96538522
168,93459342,92845332,86719359,98971306
169,90286826,92077780,85086882,99068678
170,93880871,92618707,87480565,97756849
171,94988408,93329617,88046788,98612445
172,91111982,92664326,85992720,99335932
173,99197724,94624345,88475121,100773568
174,97945511,95620694,87641661,103599727
175,89504071,93785707,88012671,99558742
176,94954435,94136325,88979790,99292860
177,93448053,93929843,90427231,97432454
178,86694542,91759252,87896094,95622410
179,93636640,92322468,90649300,93995636
180,98124551,94063092,90177529,97948655
181,51685920,81349940,78731697,83968183
182,0,56944957,55112187,58777727
183,0,39861470,38578530,41144409
184,0,27903028,27004971,28801085
185,0,19532119,18903479,20160759
186,0,13672483,13232435,14112531
