t,data,a0.1,
0,0,0,
1,0,0,
2,0,0,
3,0,0,
4,0,0,
5,10124160,1012416,
6,28314560,3742630,
7,27384640,6106831,
8,38147200,9310867,
9,32355840,11615364,
10,27898880,13243715,
11,32777280,15197071,
12,30416960,16719059,
13,30792320,18126385,
14,29974560,19311202,
15,33407040,20720785,
16,32868160,21935522,
17,31004160,22842385,
18,32350080,23793154,
19,30401760,24454014,
20,27646720,24773284,
21,30865760,25382531,
22,33711040,26215381,
23,31404800,26734322,
24,32888960,27349785,
25,34464000,28061206,
26,27059520,27961037,
27,29857280,28150661,
28,33518720,28687466,
29,34870400,29305759,
30,33876800,29762863,
31,31693760,29955952,
32,30187840,29979140,
33,33834240,30364650,
34,33705280,30698713,
35,28287840,30457625,
36,30284320,30440294,
37,33759200,30772184,
38,30305280,30725493,
39,30422720,30695215,
40,31009920,30726685,
41,30651840,30719200,
42,29130880,30560368,
43,29691520,30473483,
44,32404000,30666534,
45,32799200,30879800,
46,31004160,30892236,
47,32190080,31022020,
48,29456480,30865466,
49,33653440,31144263,
50,33048960,31334732,
51,32061120,31407370,
52,31175680,31384201,
53,31874560,31433236,
54,31356480,31425560,
55,28010560,31084060,
56,30167200,30992374,
57,31539520,31047088,
58,33647680,31307147,
59,33054560,31481888,
60,34111680,31744867,
61,32040320,31774412,
62,32301760,31827146,
63,29184960,31562927,
64,31949440,31601578,
65,39712480,32412668,
66,52713440,34442745,
67,42759680,35274438,
68,49236160,36670610,
69,69044800,39908029,
70,68822240,42799450,
71,56224800,44141985,
72,41458560,43873642,
73,79515520,47437829,
74,70145120,49708558,
75,86303840,53368086,
76,50415520,53072829,
77,59742400,53739786,
78,47863200,53152127,
79,56831840,53520098,
80,84799520,56648040,
81,61833600,57166596,
82,72520640,58702000,
83,54376160,58269416,
84,58481600,58290634,
85,60926560,58554226,
86,56041920,58302995,
87,53672960,57839991,
88,76257120,59681703,
89,68186080,60532140,
90,51065760,59585502,
91,57322240,59359175,
92,59655840,59388841,
93,57611520,59211108,
94,47607360,58050733,
95,70097440,59255403,
96,65046560,59834518,
97,66425280,60493594,
98,64111200,60855354,
99,54018240,60171642,
100,44500480,58604525,
101,86197920,61363864,
102,67410560,61968533,
103,77922240,63563903,
104,66290720,63836584,
105,61337120,63586637,
106,53196000,62547573,
107,61716160,62464431,
108,56809920,61898979,
109,63589440,62068025,
110,92534080,65114630,
111,62836160,64886783,
112,62243200,64622424,
113,82496480,66409829,
114,71293920,66898238,
115,74330240,67641438,
116,80394880,68916782,
117,49827200,67007823,
118,50811040,65388144,
119,73957920,66245121,
120,72827360,66903344,
121,49064640,65119473,
122,67972480,65404773,
123,61171840,64981479,
124,77148800,66198211,
125,74934080,67071797,
126,85000480,68864665,
127,91956320,71173830,
128,90749280,73131375,
129,84460160,74264253,
130,116448640,78482691,
131,123971040,83031525,
132,111964960,85924868,
133,68764480,84208829,
134,100196960,85807642,
135,84519520,85678829,
136,86925120,85803458,
137,79060320,85129144,
138,124066560,89022885,
139,105738080,90694404,
140,81923360,89817299,
141,81204800,88956049,
142,105127840,90573228,
143,72856160,88801521,
144,106997600,90621128,
145,85751040,90134119,
146,118128320,92933539,
147,82566880,91896873,
148,87320000,91439185,
149,84953440,90790610,
150,99380640,91649613,
151,78638720,90348523,
152,105818240,91895494,
153,99750880,92681032,
154,92058080,92618736,
155,109327520,94289614,
156,92752480,94135900,
157,97100480,94432358,
158,104054400,95394562,
159,108182080,96673313,
160,87642400,95770221,
161,91086880,95301886,
162,73675200,93139217,
163,89941280,92819423,
164,113976640,94935144,
165,101331680,95574797,
166,81110400,94128357,
167,110032160,95718737,
168,138863680,100033231,
169,104807040,100510611,
170,88359840,99295533,
171,88386880,98204667,
172,92653920,97649592,
173,105557920,98440424,
174,109498720,99546253,
175,83666880,97958315,
176,75178720,95680355,
177,114991680,97611487,
178,77010080,95551346,
179,102293760,96225587,
180,127450560,99348084,
181,42536320,93666907,
182,0,84300216,
183,0,75870194,
184,0,68283174,
185,0,61454856,
186,0,55309370,
