t,data_mean,ewma_mean,ewma_mean_low,ewma_mean_high
0,0,0,0,0
1,0,0,0,0
2,0,0,0,0
3,0,0,0,0
4,0,0,0,0
5,8992164,2697649,2376807,3018491
6,31284311,11273647,10171788,12375506
7,33157644,17838846,16886868,18790823
8,31424311,21914485,21258067,22570903
9,31493226,24788107,24291819,25284394
10,31393955,26769861,26142306,27397415
11,31600577,28219075,27783690,28654461
12,31524986,29210848,28985212,29436485
13,30937768,29728924,29351270,30106578
14,31447084,30244371,29836832,30651911
15,31082693,30495867,30157730,30834005
16,31874337,30909408,30608712,31210104
17,31109564,30969454,30627538,31311370
18,32043724,31291735,30745500,31837969
19,31642524,31396971,31011172,31782770
20,31528302,31436370,31002281,31870459
21,31171084,31356783,31026551,31687016
22,31615831,31434497,31104091,31764904
23,31688791,31510785,31056746,31964823
24,31494613,31505933,31116351,31895514
25,31850880,31609416,31301820,31917013
26,31669635,31627482,31258394,31996569
27,31723795,31656375,31419631,31893119
28,31214008,31523665,31302819,31744511
29,31146088,31410391,31198920,31621863
30,31654666,31483673,31185853,31781494
31,31835244,31589144,31159623,32018665
32,31231786,31481936,30960499,32003374
33,31191137,31394696,30807632,31981760
34,31504995,31427785,31002567,31853003
35,30953937,31285630,30884640,31686621
36,31100062,31229959,30670339,31789579
37,31688151,31367416,30858619,31876213
38,31189884,31314156,30804519,31823794
39,31747493,31444157,30734733,32153580
40,31515822,31465656,31038382,31892930
41,31623742,31513081,31262063,31764099
42,31324640,31456548,31088276,31824820
43,31166400,31369503,30992805,31746201
44,32051280,31574036,31188934,31959137
45,31438417,31533350,31081059,31985640
46,31692542,31581107,31168500,31993713
47,32155795,31753513,31283318,32223707
48,31254026,31603666,31147445,32059887
49,30650648,31317761,30923218,31712303
50,31125955,31260219,30854312,31666125
51,31355635,31288843,30634029,31943657
52,31231511,31271643,30529185,32014101
53,31502204,31340811,30824909,31856712
54,31267608,31318850,30817700,31820000
55,30938577,31204767,30677610,31731925
56,31419288,31269123,30755092,31783155
57,31574711,31360799,30788757,31932841
58,30932977,31232452,30491718,31973186
59,30920364,31138825,30556937,31720713
60,31142542,31139940,30693711,31586168
61,31904382,31369272,30985331,31753213
62,31799004,31498191,31154239,31842143
63,31561306,31517125,31130738,31903513
64,31833102,31611918,31144650,32079185
65,40372457,34240079,33436598,35043560
66,63485040,43013567,41591331,44435802
67,62982008,49004099,47298163,50710034
68,64230248,53571943,52001321,55142566
69,64524568,56857731,55542466,58172995
70,64181671,59054912,57131066,60978758
71,67503724,61589555,59866693,63312418
72,63915742,62287411,59881529,64693292
73,62932382,62480901,60427308,64534495
74,62037333,62347830,61421450,63274211
75,67614222,63927747,63023325,64832170
76,61957368,63336633,62177035,64496231
77,64836115,63786477,62163752,65409203
78,62151111,63295867,62212729,64379004
79,63001804,63207647,61846459,64568836
80,61959288,62833139,61789335,63876944
81,66435591,63913874,62551924,65275824
82,65513155,64393658,62511046,66276270
83,59429982,62904555,61183025,64626085
84,63905520,63204844,62140306,64269381
85,63459342,63281193,60965066,65597319
86,63547235,63361005,61742103,64979907
87,62646302,63146593,61862321,64430866
88,62953235,63088586,61980726,64196445
89,62489120,62908745,61660750,64156741
90,59231626,61805609,60090827,63520391
91,65224311,62831219,61051841,64610597
92,64702213,63392517,61165126,65619907
93,61277608,62758044,60579133,64936954
94,66320311,63826723,61965183,65688263
95,63158853,63626362,62401649,64851074
96,63772328,63670151,60813477,66526825
97,62309795,63262044,60610544,65913544
98,59842942,62236313,59533777,64938849
99,64401564,62885888,60003235,65768541
100,65036133,63530961,61580913,65481009
101,63409866,63494632,61744789,65244475
102,64464133,63785482,62972213,64598751
103,63821448,63796271,62603492,64989050
104,66022773,64464221,62982769,65945673
105,65957626,64912242,63246271,66578213
106,65217840,65003921,63660682,66347160
107,59270817,63283989,61601019,64966960
108,64803662,63739891,62692219,64787562
109,62080951,63242208,61915139,64569277
110,62217022,62934652,61146533,64722770
111,63015057,62958773,60962447,64955099
112,65018435,63576671,61419774,65733568
113,62726142,63321512,61003050,65639974
114,64191360,63582466,61454758,65710174
115,61340266,62909805,60783249,65036362
116,61877075,62599986,61259500,63940472
117,61443137,62252931,60538366,63967495
118,63574675,62649454,61325915,63972993
119,62590284,62631702,60781647,64481758
120,61379768,62256122,60279953,64232290
121,61971155,62170631,60594477,63746785
122,64508435,62871972,61617248,64126696
123,61822400,62557100,61257588,63856611
124,63748675,62914572,61333072,64496071
125,71786928,65576278,64517180,66635376
126,93877244,74066567,72565525,75567610
127,98977973,81539989,79333938,83746040
128,93985688,85273698,82666819,87880577
129,89375857,86504345,83879355,89129336
130,97716017,89867847,86967000,92768693
131,92805644,90749185,87870652,93627719
132,101439493,93956277,91165835,96746720
133,90422515,92896148,91035093,94757204
134,99698728,94936922,93110966,96762878
135,91483040,93900757,92235658,95565855
136,92249715,93405444,91444637,95366251
137,94629226,93772578,91134556,96410600
138,91942604,93223585,91023885,95423286
139,95548924,93921187,90571901,97270472
140,94437422,94076057,90973540,97178573
141,91940986,93435535,91090270,95780800
142,92904693,93276282,91363141,95189424
143,88871840,91954949,88924590,94985307
144,97528488,93627010,91815463,95438557
145,94854880,93995371,91989928,96000814
146,94325786,94094495,91618364,96570625
147,97892728,95233965,93144862,97323067
148,93568977,94734468,91297223,98171713
149,94330915,94613402,90794960,98431843
150,101561137,96697722,93430840,99964604
151,89944906,94671877,92215579,97128175
152,92182862,93925172,92060538,95789806
153,94848595,94202198,92179409,96224988
154,101585920,96417314,93624549,99210079
155,97777173,96825271,94459253,99191290
156,96514337,96731991,95064020,98399962
157,90858844,94970046,93403294,96536798
158,91731795,93998571,91807430,96189711
159,98517368,95354210,93291093,97417326
160,97346951,95952031,93914566,97989497
161,93931635,95345912,92476735,98215088
162,90546622,93906125,90604414,97207835
163,96961671,94822788,91735962,97909614
164,95672640,95077743,92865122,97290364
165,89036880,93265483,91330609,95200358
166,92862622,93144625,91068796,95220453
167,101583395,95676255,92966457,98386053
168,93037315,94884573,92426598,97342547
169,97080328,95543299,92541510,98545087
170,98430808,96409551,92705838,100113264
171,94273146,95768629,92496132,99041126
172,93640657,95130237,92870979,97389495
173,94688515,94997720,92034428,97961013
174,96202551,95359169,91753456,98964882
175,96649955,95746404,94083204,97409604
176,96839191,96074240,93568020,98580459
177,92244871,94925429,92070251,97780606
178,91309715,93840714,90689197,96992231
179,95082613,94213283,91439232,96987335
180,91059084,93267023,91349909,95184137
181,47653635,79583006,77270683,81895329
182,0,55708104,54089478,57326730
183,0,38995672,37862634,40128710
184,0,27296970,26503843,28090096
185,0,19107878,18552689,19663067
186,0,13375514,12986882,13764146
