t,data,a0.02,
0,0,0,
1,0,0,
2,0,0,
3,0,0,
4,0,0,
5,9547704,190954,
6,31560192,818338,
7,31449088,1430953,
8,31481936,2031972,
9,31516240,2621657,
10,31539712,3200018,
11,31504496,3766107,
12,31480992,4320404,
13,31539728,4864790,
14,31492752,5397349,
15,31504480,5919491,
16,31556304,6432227,
17,31487904,6933340,
18,31516240,7424998,
19,31516240,7906822,
20,31469248,8378070,
21,31539712,8841302,
22,31492752,9294331,
23,31527984,9739004,
24,31539760,10175019,
25,31492720,10601373,
26,31516224,11019670,
27,31492720,11429131,
28,31527984,11831108,
29,31480992,12224105,
30,31504496,12609712,
31,31539712,12988312,
32,31492752,13358400,
33,31527968,13721791,
34,31516240,14077679,
35,31492752,14425980,
36,31539728,14768254,
37,31469264,15102274,
38,31527968,15430787,
39,31504496,15752261,
40,31527984,16067775,
41,31492736,16376274,
42,31527968,16679307,
43,31527984,16976280,
44,31480992,17266374,
45,31504496,17551136,
46,31527968,17830672,
47,31492752,18103913,
48,31527984,18372394,
49,31492736,18634800,
50,31528000,18892664,
51,31527968,19145370,
52,31480992,19392082,
53,31504480,19634329,
54,31516240,19871967,
55,31516592,20104859,
56,31539728,20333556,
57,31516240,20557209,
58,31504496,20776154,
59,31521056,20991052,
60,31464416,21200519,
61,31504496,21406598,
62,31516224,21608790,
63,31551456,21807643,
64,31481008,22001110,
65,41028904,22381665,
66,60869088,23151413,
67,59754608,23883476,
68,62195920,24649724,
69,62358192,25403893,
70,61422848,26124272,
71,62271184,26847210,
72,61467744,27539620,
73,61371728,28216262,
74,62705696,28906050,
75,61551984,29558968,
76,61206624,30191921,
77,61867072,30825424,
78,62280848,31454532,
79,62973712,32084915,
80,62008000,32683376,
81,61585152,33261411,
82,60976576,33815714,
83,61032912,34360057,
84,62518528,34923226,
85,62341808,35471597,
86,62313392,36008432,
87,63008848,36548440,
88,62043456,37058340,
89,61331552,37543804,
90,61336160,38019651,
91,61979904,38498856,
92,61672592,38962330,
93,61411280,39411309,
94,61658160,39856246,
95,62353552,40306192,
96,61834096,40736750,
97,61343584,41148886,
98,61949408,41564896,
99,61745200,41968502,
100,62339472,42375921,
101,62506240,42778527,
102,62313584,43169228,
103,62153888,43548921,
104,62245632,43922855,
105,62814096,44300679,
106,62668304,44668031,
107,62071696,45016104,
108,62153760,45358857,
109,61209440,45675868,
110,62308816,46008526,
111,61959024,46327535,
112,61737888,46635742,
113,61533616,46933699,
114,61561968,47226264,
115,61540560,47512549,
116,62191136,47806120,
117,61566528,48081328,
118,61263280,48344967,
119,61733040,48612728,
120,61460112,48869675,
121,60936480,49111011,
122,60908192,49346954,
123,60852224,49577059,
124,61274976,49811017,
125,62840880,50071614,
126,67320704,50416595,
127,68395760,50776178,
128,67885872,51118371,
129,68102080,51458045,
130,68484352,51798571,
131,66307712,52088753,
132,67179328,52390564,
133,67236464,52687482,
134,67545888,52984650,
135,67603040,53277017,
136,68807712,53587630,
137,68937472,53894626,
138,69273856,54202210,
139,68753824,54493242,
140,67379504,54750967,
141,70549792,55066943,
142,72205312,55409710,
143,67320960,55647935,
144,67397488,55882926,
145,68257184,56130411,
146,67169344,56351189,
147,68439888,56592962,
148,67495840,56811019,
149,67114240,57017083,
150,67892528,57234591,
151,67758448,57445068,
152,66725696,57630680,
153,67200640,57822079,
154,68239200,58030421,
155,68787296,58245558,
156,68172016,58444087,
157,68201456,58639234,
158,67835744,58823164,
159,67162912,58989958,
160,67466416,59159487,
161,67327520,59322847,
162,67635872,59489107,
163,67491968,59649164,
164,66837952,59792939,
165,65604464,59909169,
166,67675552,60064496,
167,67005632,60203318,
168,68490496,60369061,
169,67832240,60518324,
170,68358912,60675135,
171,67938464,60820401,
172,67573344,60955459,
173,67706112,61090472,
174,67384800,61216358,
175,68259072,61357212,
176,69217728,61514422,
177,65170864,61587550,
178,63303200,61621863,
179,63497824,61659382,
180,67526096,61776716,
181,34263648,61226454,
182,0,60001924,
183,0,58801885,
184,0,57625847,
185,0,56473330,
186,0,55343863,
