t,data_mean,ewma_mean,ewma_mean_low,ewma_mean_high
0,0,0,0,0
1,0,0,0,0
2,0,0,0,0
3,0,0,0,0
4,0,0,0,0
5,9118696,91186,68341,114031
6,29743584,387710,345535,429884
7,29707888,680911,607772,754050
8,32569136,999793,928069,1071517
9,30451792,1294313,1222830,1365795
10,30736880,1588738,1527102,1650373
11,31745376,1890304,1830588,1950020
12,31233136,2183731,2118944,2248519
13,30916192,2471056,2400602,2541509
14,31562496,2761969,2694933,2829006
15,30834720,3042696,2976665,3108728
16,31413744,3326407,3253800,3399013
17,32380272,3616945,3547020,3686870
18,32617424,3906949,3828020,3985877
19,31366672,4181546,4100762,4262329
20,32349200,4463221,4383550,4542892
21,31203984,4730629,4654190,4807067
22,31559904,4998921,4922520,5075321
23,31991536,5268847,5191496,5346197
24,31343760,5529595,5447972,5611219
25,30816160,5782460,5702817,5862104
26,31177952,6036415,5960969,6111860
27,32222976,6298280,6232734,6363826
28,30922272,6544520,6475099,6613940
29,31722240,6796296,6720904,6871688
30,31136416,7039697,6964338,7115056
31,30261216,7271912,7195635,7348188
32,31329296,7512485,7436568,7588402
33,30708912,7744449,7664131,7824766
34,31911040,7986114,7900066,8072162
35,31476144,8221014,8137502,8304526
36,31423024,8453034,8365170,8540898
37,33857648,8707079,8635500,8778659
38,30523248,8925241,8856362,8994119
39,29274064,9128728,9057881,9199576
40,31663888,9354080,9279815,9428344
41,30786352,9568402,9495211,9641593
42,30966624,9782384,9717145,9847622
43,31818272,10002742,9945943,10059541
44,31274544,10215460,10163418,10267502
45,30746576,10420770,10372181,10469359
46,31503328,10631595,10583158,10680032
47,31783184,10843111,10792030,10894191
48,30988096,11044560,10994610,11094510
49,31137856,11245492,11193495,11297490
50,31275008,11445787,11398458,11493116
51,31393568,11645264,11593018,11697511
52,32033568,11849147,11790224,11908070
53,32298832,12053643,11992914,12114373
54,31633104,12249437,12187021,12311853
55,30742320,12434366,12370173,12498558
56,30776368,12617785,12553528,12682042
57,32166064,12813267,12743310,12883224
58,31474224,12999876,12935157,13064596
59,31463504,13184512,13115613,13253411
60,31273776,13365404,13290485,13440323
61,32058960,13552339,13473345,13631333
62,31270400,13729519,13650447,13808591
63,31831824,13910542,13828748,13992336
64,30660112,14078037,13990529,14165544
65,40752952,14344786,14244268,14445304
66,64587984,14847217,14733257,14961177
67,61511488,15313859,15153240,15474478
68,57128880,15732009,15565846,15898172
69,62472016,16199408,16063756,16335061
70,65235424,16689768,16588412,16791124
71,62945792,17152328,17047045,17257611
72,60588832,17586692,17433304,17740081
73,65610512,18066930,17941940,18191920
74,63166000,18517920,18375704,18660136
75,69312320,19025864,18841394,19210333
76,60550576,19441110,19253988,19628233
77,61859472,19865293,19665979,20064607
78,66051680,20327157,20090184,20564130
79,64572416,20769609,20492995,21046223
80,67682608,21238738,20966741,21510735
81,61359456,21639945,21325964,21953925
82,62981040,22053355,21736706,22370004
83,64875504,22481576,22178294,22784858
84,64593600,22902696,22578509,23226883
85,59158672,23265255,22942431,23588080
86,62871824,23661321,23321966,24000675
87,62627568,24050983,23657490,24444475
88,59185520,24402327,23988779,24815876
89,63213920,24790443,24357542,25223343
90,63017792,25172716,24741149,25604282
91,62755536,25548544,25103690,25993397
92,61056800,25903626,25461821,26345430
93,64985616,26294445,25845659,26743230
94,61695440,26648454,26170092,27126817
95,64595296,27027922,26572304,27483541
96,66356256,27421205,26955194,27887216
97,65902928,27806022,27363666,28248377
98,64670160,28174663,27726559,28622766
99,62489040,28517806,28049625,28985987
100,61619408,28848821,28352595,29345047
101,63656912,29196902,28745588,29648216
102,63501824,29539951,29086730,29993171
103,66816288,29912713,29428681,30396746
104,65516064,30268746,29779150,30758343
105,63067120,30596729,30113523,31079935
106,62186192,30912624,30382263,31442984
107,62490112,31228398,30698656,31758140
108,60743936,31523553,30995911,32051195
109,61467808,31822995,31329987,32316002
110,63219184,32136956,31693127,32580785
111,61197744,32427564,32026791,32828337
112,60571296,32709001,32305700,33112301
113,64760848,33029519,32616876,33442162
114,62451808,33323741,32901569,33745913
115,65086576,33641369,33212836,34069902
116,68119760,33986152,33514882,34457422
117,57582672,34222117,33770248,34673986
118,66063424,34540529,34056400,35024659
119,63241312,34827537,34341013,35314060
120,61280624,35092067,34597586,35586548
121,59527568,35336421,34849061,35823781
122,62611312,35609170,35156120,36062219
123,64972224,35902800,35445175,36360424
124,71131088,36255082,35767602,36742562
125,68068984,36573221,36091323,37055118
126,99501872,37202507,36706766,37698247
127,96222496,37792706,37280694,38304718
128,96978080,38384559,37892178,38876941
129,90630128,38907015,38472924,39341105
130,98812592,39506070,39048399,39963741
131,104882928,40159838,39677418,40642258
132,101275488,40770994,40332190,41209798
133,93342192,41296706,40859530,41733881
134,85485504,41738593,41341586,42135600
135,92027552,42241482,41863487,42619477
136,90824672,42727314,42389007,43065620
137,95829296,43258333,42917795,43598871
138,98294544,43808694,43443582,44173807
139,98249920,44353106,43946597,44759615
140,93101968,44840594,44501435,45179753
141,96290144,45355089,45057064,45653114
142,94627936,45847817,45508411,46187224
143,91551312,46304852,45911384,46698319
144,98350688,46825310,46400472,47250147
145,92980128,47286857,46935437,47638277
146,97040032,47784389,47444649,48124128
147,89262480,48199169,47826509,48571829
148,95370640,48670883,48300444,49041322
149,94477376,49128947,48780346,49477549
150,101333920,49650997,49320003,49981990
151,97375776,50128244,49810352,50446135
152,97319504,50600156,50308623,50891689
153,92579936,51019953,50697380,51342527
154,92497440,51434728,51114001,51755454
155,98316832,51903548,51555856,52251240
156,87465024,52259162,51946470,52571855
157,88358112,52620151,52371636,52868666
158,97034336,53064293,52788140,53340446
159,100220176,53535851,53179714,53891988
160,94253808,53943030,53604068,54281992
161,97254720,54376146,53974223,54778069
162,88091200,54713296,54288642,55137951
163,92833040,55094493,54717430,55471557
164,91504080,55458589,55084247,55832931
165,93529104,55839293,55436180,56242406
166,88542144,56166322,55778162,56554481
167,95916816,56563826,56169843,56957809
168,92499776,56923185,56463305,57383064
169,92075824,57274711,56783158,57766263
170,94337792,57645341,57154676,58136006
171,94214432,58011031,57505610,58516453
172,91205072,58342971,57789136,58896806
173,98948304,58749024,58216257,59281791
174,97331152,59134845,58518250,59751439
175,89775104,59441247,58838206,60044288
176,94870992,59795544,59211397,60379691
177,93872752,60136316,59557406,60715225
178,87135424,60406306,59837600,60975013
179,92950864,60731751,60175603,61287900
180,97382000,61098253,60522064,61674443
181,51063408,60997904,60432410,61563399
182,0,60387925,59828085,60947764
183,0,59784045,59229804,60338286
184,0,59186204,58637505,59734902
185,0,58594342,58051130,59137553
186,0,58008398,57470618,58546177
