t,data,a0.02,
0,0,0,
1,0,0,
2,0,0,
3,0,0,
4,0,0,
5,10124160,202483,
6,28314560,764724,
7,27384640,1297122,
8,38147200,2034123,
9,32355840,2640557,
10,27898880,3145723,
11,32777280,3738354,
12,30416960,4271926,
13,30792320,4802333,
14,29974560,5305777,
15,33407040,5867802,
16,32868160,6407809,
17,31004160,6899736,
18,32350080,7408742,
19,30401760,7868602,
20,27646720,8264164,
21,30865760,8716195,
22,33711040,9216091,
23,31404800,9659865,
24,32888960,10124446,
25,34464000,10611237,
26,27059520,10940202,
27,29857280,11318543,
28,33518720,11762546,
29,34870400,12224703,
30,33876800,12657744,
31,31693760,13038464,
32,30187840,13381451,
33,33834240,13790506,
34,33705280,14188801,
35,28287840,14470781,
36,30284320,14787051,
37,33759200,15166493,
38,30305280,15469268,
39,30422720,15768337,
40,31009920,16073168,
41,30651840,16364741,
42,29130880,16620063,
43,29691520,16881492,
44,32404000,17191942,
45,32799200,17504087,
46,31004160,17774088,
47,32190080,18062407,
48,29456480,18290288,
49,33653440,18597551,
50,33048960,18886579,
51,32061120,19150069,
52,31175680,19390581,
53,31874560,19640260,
54,31356480,19874584,
55,28010560,20037303,
56,30167200,20239900,
57,31539520,20465892,
58,33647680,20729527,
59,33054560,20976027,
60,34111680,21238740,
61,32040320,21454771,
62,32301760,21671710,
63,29184960,21821975,
64,31949440,22024524,
65,39712480,22378283,
66,52713440,22984986,
67,42759680,23380479,
68,49236160,23897592,
69,69044800,24800536,
70,68822240,25680970,
71,56224800,26291846,
72,41458560,26595180,
73,79515520,27653586,
74,70145120,28503416,
75,86303840,29659424,
76,50415520,30074545,
77,59742400,30667902,
78,47863200,31011807,
79,56831840,31528207,
80,84799520,32593633,
81,61833600,33178432,
82,72520640,33965276,
83,54376160,34373493,
84,58481600,34855655,
85,60926560,35377073,
86,56041920,35790369,
87,53672960,36148020,
88,76257120,36950202,
89,68186080,37574919,
90,51065760,37844735,
91,57322240,38234285,
92,59655840,38662716,
93,57611520,39041692,
94,47607360,39213005,
95,70097440,39830693,
96,65046560,40335010,
97,66425280,40856815,
98,64111200,41321902,
99,54018240,41575828,
100,44500480,41634321,
101,86197920,42525592,
102,67410560,43023291,
103,77922240,43721269,
104,66290720,44172658,
105,61337120,44515947,
106,53196000,44689548,
107,61716160,45030080,
108,56809920,45265676,
109,63589440,45632151,
110,92534080,46570189,
111,62836160,46895508,
112,62243200,47202461,
113,82496480,47908341,
114,71293920,48376052,
115,74330240,48895135,
116,80394880,49525129,
117,49827200,49531170,
118,50811040,49556767,
119,73957920,50044790,
120,72827360,50500441,
121,49064640,50471724,
122,67972480,50821739,
123,61171840,51028741,
124,77148800,51551142,
125,74934080,52018800,
126,85000480,52678433,
127,91956320,53463990,
128,90749280,54209695,
129,84460160,54814704,
130,116448640,56047382,
131,123971040,57405855,
132,111964960,58497037,
133,68764480,58702385,
134,100196960,59532276,
135,84519520,60032020,
136,86925120,60569882,
137,79060320,60939690,
138,124066560,62202227,
139,105738080,63072944,
140,81923360,63449952,
141,81204800,63805048,
142,105127840,64631503,
143,72856160,64795996,
144,106997600,65640028,
145,85751040,66042248,
146,118128320,67083969,
147,82566880,67393627,
148,87320000,67792154,
149,84953440,68135379,
150,99380640,68760284,
151,78638720,68957852,
152,105818240,69695059,
153,99750880,70296175,
154,92058080,70731413,
155,109327520,71503335,
156,92752480,71928317,
157,97100480,72431760,
158,104054400,73064212,
159,108182080,73766569,
160,87642400,74044085,
161,91086880,74384940,
162,73675200,74370745,
163,89941280,74682155,
164,113976640,75468044,
165,101331680,75985316,
166,81110400,76087817,
167,110032160,76766703,
168,138863680,78008642,
169,104807040,78544609,
170,88359840,78740913,
171,88386880,78933832,
172,92653920,79208233,
173,105557920,79735226,
174,109498720,80330495,
175,83666880,80397222,
176,75178720,80292851,
177,114991680,80986827,
178,77010080,80907292,
179,102293760,81335021,
180,127450560,82257331,
181,42536320,81462910,
182,0,79833651,
183,0,78236977,
184,0,76672237,
185,0,75138792,
186,0,73636016,
