t,data,a0.1,
0,0,0,
1,0,0,
2,0,0,
3,0,0,
4,0,0,
5,12613920,1261392,
6,34459040,4581156,
7,37928000,7915840,
8,33060480,10430304,
9,30669120,12454185,
10,30299520,14238718,
11,30705920,15885438,
12,33048960,17601790,
13,33951680,19236779,
14,29643200,20277421,
15,31416320,21391310,
16,34623840,22714563,
17,31811200,23624226,
18,35162880,24778091,
19,33455360,25645817,
20,31121600,26193395,
21,33587840,26932839,
22,32883200,27527875,
23,30545920,27829679,
24,34394880,28486199,
25,30353600,28672939,
26,30769280,28882573,
27,29648960,28959211,
28,32109440,29274233,
29,34111840,29757993,
30,30871840,29869377,
31,28869440,29769383,
32,33235520,30115996,
33,28420480,29946444,
34,33283840,30280183,
35,29895200,30241684,
36,33358720,30553387,
37,32627520,30760800,
38,28565440,30541264,
39,28116480,30298785,
40,34271520,30696058,
41,28700160,30496468,
42,27615680,30208389,
43,28537920,30041342,
44,27818080,29819015,
45,28661120,29703225,
46,31528000,29885702,
47,31874560,30084587,
48,32627520,30338880,
49,31708800,30475872,
50,30299520,30458236,
51,31816800,30594092,
52,33711040,30905786,
53,32900480,31105255,
54,31570560,31151785,
55,31452960,31181902,
56,31527840,31216495,
57,34084960,31503341,
58,28869440,31239950,
59,30754240,31191379,
60,30182080,31090449,
61,33476160,31329020,
62,33263040,31522422,
63,34160160,31786195,
64,29221760,31529751,
65,39396480,32316423,
66,73876640,36472444,
67,58116480,38636847,
68,62901760,41063338,
69,61053760,43062380,
70,64342080,45190350,
71,65501600,47221475,
72,65244800,49023807,
73,63285120,50449938,
74,70448640,52449808,
75,73330880,54537915,
76,58957120,54979835,
77,61998880,55681739,
78,63658240,56479389,
79,66115200,57442970,
80,68490560,58547729,
81,64316800,59124636,
82,59174720,59129644,
83,60493120,59265991,
84,61086080,59447999,
85,64998400,60003039,
86,61881600,60190895,
87,59719360,60143741,
88,59249440,60054310,
89,68597440,60908623,
90,63242560,61142016,
91,65768640,61604678,
92,58144320,61258642,
93,61896640,61322441,
94,62574720,61447668,
95,58358240,61138725,
96,61113280,61136180,
97,65212320,61543794,
98,67298880,62119302,
99,61300000,62037371,
100,61288640,61962497,
101,66034560,62369703,
102,63248320,62457564,
103,61016800,62313487,
104,60104960,62092634,
105,57963520,61679722,
106,59346400,61446389,
107,61827520,61484502,
108,64284320,61764483,
109,69413600,62529394,
110,67129600,62989414,
111,63760640,63066536,
112,58235200,62583402,
113,61354240,62460485,
114,65479520,62762388,
115,61400320,62626181,
116,74149280,63778490,
117,63434880,63744129,
118,62537920,63623508,
119,58759200,63137077,
120,58920320,62715401,
121,58192640,62263124,
122,59659520,62002763,
123,65106400,62313126,
124,63691360,62450949,
125,70961600,63302014,
126,80987200,65070532,
127,89384160,67501894,
128,88947040,69646408,
129,105661440,73247911,
130,93713760,75294495,
131,110505920,78815637,
132,101283680,81062441,
133,109377600,83893956,
134,85096320,84014192,
135,84755680,84088340,
136,81906720,83870178,
137,102482880,85731448,
138,77421280,84900431,
139,94976480,85908035,
140,94460000,86763231,
141,105752320,88662139,
142,82620160,88057941,
143,82452000,87497346,
144,103349440,89082555,
145,95689280,89743227,
146,101097280,90878632,
147,77751040,89565872,
148,65651200,87174404,
149,92400800,87697043,
150,112781280,90205466,
151,111913440,92376263,
152,109354720,94074108,
153,69210880,91587785,
154,90052000,91434206,
155,72626240,89553409,
156,97161920,90314260,
157,101160480,91398882,
158,93303840,91589377,
159,83731200,90803559,
160,97881760,91511379,
161,84905280,90850769,
162,74187680,89184460,
163,99462400,90212254,
164,94285440,90619572,
165,108029920,92360606,
166,88856000,92010145,
167,93078080,92116938,
168,88222240,91727468,
169,89668800,91521601,
170,97411840,92110624,
171,97829600,92682521,
172,113320320,94746300,
173,111416800,96413350,
174,105499840,97321999,
175,91072000,96696999,
176,84788160,95506115,
177,85604480,94515951,
178,93530560,94417411,
179,87483520,93724021,
180,91220640,93473682,
181,49123040,89038617,
182,0,80134755,
183,0,72121279,
184,0,64909151,
185,0,58418235,
186,0,52576411,
