t,data_mean,ewma_mean,ewma_mean_low,ewma_mean_high
0,0,0,0,0
1,0,0,0,0
2,0,0,0,0
3,0,0,0,0
4,0,0,0,0
5,16963555,5089066,2530199,7647934
6,32261866,13240906,8022096,18459716
7,24987555,16764901,13239615,20290186
8,33144177,21678683,19336026,24021340
9,32180088,24829104,21468254,28189955
10,41110400,29713492,23379669,36047316
11,28316088,29294271,24856727,33731814
12,36650666,31501189,25442539,37559839
13,36335822,32951578,29213279,36689877
14,29995555,32064771,29640455,34489087
15,27338311,30646833,28006143,33287522
16,35416177,32077635,27081607,37073664
17,32064533,32073704,27849430,36297979
18,28720355,31067699,28546025,33589373
19,36673777,32749522,27704821,37794224
20,35696888,33633732,29826187,37441276
21,30540800,32705852,29363501,36048202
22,30410311,32017189,29593474,34440904
23,25712711,30125845,27722172,32529517
24,29620977,29974384,28768625,31180143
25,29728355,29900575,28272268,31528882
26,30179911,29984375,28427944,31540807
27,37824888,32336529,28214424,36458633
28,36532800,33595410,27694792,39496027
29,30463822,32655933,28104023,37207842
30,38567288,34429339,26829240,42029438
31,29728355,33019043,27300475,38737612
32,28061511,31531783,28322060,34741506
33,31360711,31480461,28945227,34015694
34,35155022,32582829,28851675,36313982
35,30724977,32025473,29205124,34845822
36,31253333,31793830,29712289,33875372
37,30855466,31512321,29193781,33830860
38,31638222,31550090,29225841,33874340
39,27011200,30188423,28196572,32180274
40,34391466,31449335,29639996,33258675
41,32100266,31644614,30375133,32914095
42,29881955,31115816,29264879,32966753
43,29888355,30747577,29230002,32265153
44,31062755,30842130,29111532,32572728
45,33458844,31627144,29039234,34215053
46,30962844,31427853,28169801,34685906
47,34188088,32255923,29544037,34967810
48,32230755,32248372,29774735,34722010
49,33328355,32572367,30589444,34555289
50,29360000,31608656,29114519,34102793
51,37487288,33372245,32180682,34563809
52,27272177,31542224,30140724,32943725
53,26679822,30083503,27840122,32326885
54,31186844,30414505,27722870,33106140
55,36918222,32365620,29707837,35023402
56,33144177,32599186,30401206,34797166
57,31246933,32193510,29830780,34556240
58,33150577,32480630,30597108,34364152
59,29159111,31484173,29175585,33792762
60,29496888,30887987,29291983,32483992
61,29289600,30408471,27811367,33005574
62,33933511,31465982,29296808,33635156
63,30012444,31029920,29148032,32911808
64,31892977,31288837,28646439,33931234
65,56294400,38790505,30725100,46855911
66,52343466,42856393,37142647,48570139
67,55276800,46582515,40529367,52635662
68,70714844,53822213,42381076,65263350
69,49722666,52592349,44790727,60393970
70,50760177,52042697,44415411,59669983
71,61396622,54848874,48295279,61402468
72,56632533,55383971,42712260,68055682
73,63751288,57894166,48739562,67048769
74,57261866,57704475,51374910,64034041
75,49706133,55304972,50534197,60075748
76,58958222,56400947,50448455,62353438
77,67973866,59872822,51393303,68352341
78,54409422,58233802,51852796,64614808
79,80696177,64972514,53549413,76395615
80,66747022,65504866,51290061,79719671
81,69088711,66580019,55218748,77941289
82,63293511,65594066,56996892,74191240
83,47510755,60169072,53322799,67015345
84,53614044,58202563,49970153,66434974
85,105135466,72282434,55109603,89455264
86,72080355,72221810,61445796,82997824
87,62984711,69450680,56588895,82312464
88,51940977,64197769,54798434,73597103
89,70530844,66097691,56824790,75370591
90,64865777,65728116,57777641,73678592
91,54605333,62391281,56088730,68693832
92,69497422,64523123,57155810,71890436
93,59954488,63152532,57175981,69129083
94,76173155,67058718,58915270,75202167
95,64030577,66150276,58426767,73873784
96,60406400,64427112,56483163,72371062
97,72665777,66898712,54972407,78825016
98,71697955,68338484,60179738,76497230
99,61619377,66322752,55722466,76923037
100,56307200,63318085,54530490,72105681
101,54665066,60722179,52611907,68832451
102,60536355,60666432,53706536,67626327
103,52902044,58337115,50927580,65746650
104,64183644,60091073,51608166,68573979
105,54718222,58479217,49747708,67210726
106,90288000,68021851,57250618,78793085
107,54319822,63911242,58394546,69427938
108,70524444,65895202,58652568,73137836
109,66568533,66097201,58969002,73225400
110,78958577,69955613,60778212,79133014
111,62630755,67758155,59068746,76447565
112,42428088,60159135,52965579,67352691
113,47654044,56407607,49944729,62870485
114,91700800,66995565,54125694,79865435
115,56262044,63775508,55258966,72292049
116,69770844,65574108,52308055,78840162
117,48785600,60537555,50125020,70950091
118,54521777,58732822,50372928,67092715
119,59924977,59090468,51465420,66715516
120,67458666,61600927,52384212,70817642
121,57417777,60345982,51136666,69555297
122,56300800,59132427,54040962,64223891
123,68092266,61820378,54558757,69081999
124,51411288,58697651,54674674,62720627
125,63401600,60108835,54916428,65301241
126,103273244,73058157,59689570,86426744
127,83760177,76268763,62834042,89703483
128,117716088,88702960,71761069,105644851
129,92209600,89754951,68773431,110736472
130,93347911,90832839,75111845,106553832
131,128059555,102000853,77205272,126796435
132,125738666,109122196,88987707,129256686
133,95767288,105115724,92312785,117918662
134,88935644,100261699,83247043,117276355
135,120697955,106392575,87711296,125073855
136,100110933,104508082,89623351,119392812
137,91081600,100480137,84664225,116296048
138,95363555,98945162,77715219,120175105
139,102273244,99943586,86628941,113258231
140,113377955,103973896,87586705,120361088
141,63543644,91844820,79713174,103976467
142,82465422,89031000,74088180,103973820
143,98885155,91987246,75185310,108789183
144,90357866,91498432,80644524,102352339
145,112928355,97927408,81945747,113909070
146,68833600,89199265,76783272,101615258
147,85986311,88235379,83461815,93008942
148,85619911,87450738,77011462,97890013
149,78971377,84906929,72747585,97066274
150,122537422,96196076,82852762,109539391
151,108681777,99941786,79565591,120317981
152,67138666,90100850,74460539,105741160
153,106718400,95086114,78664606,111507623
154,65459022,86197986,76688550,95707422
155,113065422,94258216,83018672,105497761
156,104138666,97222351,87672313,106772389
157,67882488,88420392,79088065,97752719
158,110272177,94975927,76755849,113196005
159,86813511,92527202,78196095,106858308
160,67459022,85006747,69318443,100695051
161,106641244,91497096,70575003,112419188
162,103088533,94974526,76972938,112976114
163,91083377,93807181,74533302,113081060
164,75216177,88229879,70701517,105758242
165,91832000,89310515,70104448,108516582
166,92850133,90372400,77244402,103500398
167,93519644,91316573,75584137,107049009
168,76509333,86874400,74460458,99288343
169,94778666,89245680,75586910,102904449
170,116637155,97463122,89228374,105697870
171,81782222,92758852,84095169,101422534
172,90490666,92078395,77645400,106511391
173,89735111,91375410,76726286,106024533
174,116846044,99016600,80962398,117070801
175,89066666,96031619,74733474,117329764
176,82498133,91971573,73952016,109991129
177,61000533,82680260,68878591,96481930
178,89435733,84706902,67010555,102403248
179,70592177,80472484,65077211,95867757
180,83940444,81512871,63996712,99029031
181,24551111,64424343,48385531,80463154
182,0,45097039,33869871,56324207
183,0,31567927,23708909,39426945
184,0,22097548,16596236,27598860
185,0,16133887,12027386,20240388
186,0,12444428,9117848,15771007
