0,3,4,3,3,0,2105,2,1,
1000,4,4,3,3,6,2109,2,1,
2000,3,4,3,3,0,2104,1,2,
3000,3,4,3,3,0,2084,2,8,
4000,3,4,3,3,0,2103,2,1,
5000,3,4,3,3,0,2115,2,1,
6000,3,4,3,3,0,2102,2,2,
7000,3,4,3,3,0,2108,2,2,
8000,3,4,3,3,0,2101,2,1,
9000,3,4,3,3,0,2075,2,1,
10000,3,4,3,3,0,2123,8,1,
11000,3,4,3,4,0,2114,2,1,
12000,3,4,3,4,0,2101,2,3378,
13000,3,4,3,3,0,2100,2,2,
14000,3,4,3,3,0,2107,1,1,
15000,3,4,3,3,0,2097,2,1,
16000,3,4,3,3,0,2102,1,1,
17000,3,5,3,3,0,5448,2,2,
18000,4,4,3,3,3372,2115,2,2,
19000,3,4,3,3,0,2098,1,1,
20000,3,4,4,3,0,2103,3398,2,
21000,3,4,3,3,0,2125,2,1,
22000,3,4,3,3,0,2106,2,1,
23000,3,5,3,3,0,2107,1,1,
24000,3,4,3,4,6,2098,2,2,
25000,3,4,3,3,0,2131,1,1,
26000,3,4,3,3,0,2103,1,1,
27000,3,4,3,3,0,2117,2,2,
28000,3,4,3,3,0,2102,2,1,
29000,3,4,3,3,0,2115,1,1,
30000,4,4,3,3,0,2110,2,8,
31000,3,4,3,3,0,2100,2,1,
32000,3,4,3,3,0,2097,2,1,
33000,3,4,3,3,0,2093,1,1,
34000,3,4,3,3,0,2083,1,1,
35000,3,4,3,3,0,2110,1,2,
35530,3,4,3,3,0,2098,0,0,
35540,3,4,43,3,0,2102,0,0,
35550,3,4,0,42,0,2066,8,0,
35560,42,4,0,0,0,1997,4,0,
35570,0,4,0,0,0,2220,10,10,
35580,0,4,0,0,0,2108,0,0,
35590,0,4,0,0,0,2188,0,0,
35600,0,41,0,0,0,2150,0,0,
35610,0,0,0,0,0,2159,0,0,
35620,0,0,0,0,0,2035,0,0,
35630,0,0,0,0,0,2012,10,10,
35640,0,0,0,0,0,2286,0,0,
35650,0,0,7,0,0,2162,0,0,
35660,0,0,0,7,0,2117,0,0,
35670,7,0,2,0,0,1965,0,0,
35680,0,20,24,2,0,232622,222829988,0,
35690,1,100,100,3,0,1295546,1220024401,10,
35700,2,83,100,3,0,1343962,1340510872,0,
35710,3,78,92,3,0,1004462,949173053,0,
35720,3,0,0,4,0,2068,0,0,
35730,3,0,0,3,0,2071,0,0,
35740,3,12,2,3,0,240971,235408056,0,
35750,3,89,100,3,0,1272322,1211382071,10,
35760,2,80,100,2,0,1417323,1377189048,0,
35770,3,83,85,3,0,1133878,1080844484,0,
35780,2,0,2,3,0,1895,0,0,
35790,3,2,3,3,0,1937,0,0,
35800,3,22,42,3,0,257134,247160842,0,
35810,2,100,81,3,0,1281956,1230761076,10,
35820,2,81,100,40,0,1438639,1401647402,0,
35830,2,36,80,0,0,1067263,1013191106,0,
35840,4,4,1,0,0,2069,0,0,
35850,3,4,4,0,0,2025,0,0,
35860,41,4,3,0,0,2131,0,0,
35870,0,40,3,0,0,2201,21,17,
35880,0,0,3,0,0,2144,0,0,
35890,0,0,3,0,0,2144,0,0,
35900,0,0,3,0,0,2064,0,0,
35910,0,0,3,0,0,2125,0,0,
35920,0,0,4,0,0,2162,0,0,
35930,0,0,3,2,0,2340,10,10,
35940,0,0,3,3,0,1988,0,0,
35950,0,12,3,4,0,1973,0,0,
35960,8,0,3,3,0,2158,0,0,
35970,0,0,3,3,0,1972,0,0,
35980,1,4,45,4,0,2210,0,0,
