9230,0,0,6,0,0,22648,16032122,0,
9240,0,0,2,2,0,2906,0,0,
9260,4,0,4,3,0,16093,11648448,0,
9270,0,14,11,3,0,74539,63255348,0,
9290,1,3,21,3,0,54709,49909191,4,
9300,4,3,0,4,0,2878,0,0,
9320,3,7,0,3,0,28794,24121057,0,
9330,3,53,5,3,0,136886,125143602,0,
9350,3,0,15,3,0,107579,100786644,4,
9360,3,17,3,3,0,2944,0,0,
9380,3,4,26,24,0,52335,48187742,0,
9390,3,22,1,0,0,264389,250262852,0,
9410,3,31,45,0,0,213542,201374362,4,
9420,3,0,0,0,0,2666,0,0,
9440,18,12,0,0,0,130084,123676521,0,
9450,0,63,80,0,0,651376,629424267,0,
9470,0,48,38,0,0,521210,496962587,4,
9480,0,1,2,0,0,2628,0,0,
9500,0,30,24,3,0,233006,222620853,0,
9510,0,92,100,0,0,1332859,1275602117,0,
9530,0,77,80,2,0,1040549,1006146962,4,
9540,0,0,0,3,0,3000,0,0,
9560,3,19,16,3,0,250888,237816238,0,
9570,1,90,100,2,0,1244667,1184966233,0,
9590,2,64,64,3,0,985069,942457338,4,
9600,3,0,2,3,0,2847,0,0,
9620,3,2,3,3,0,2874,0,0,
9630,3,1,3,3,0,2507,0,0,
9650,3,4,3,3,0,2866,6,4,
9660,3,4,3,3,0,2824,0,0,
9670,3,5,3,4,0,2574,0,0,
9680,3,4,43,40,0,2996,0,0,
9690,3,4,0,0,0,2864,0,0,
9700,3,40,0,0,0,2926,10,10,
9710,3,0,0,0,0,2651,0,0,
9720,3,0,0,0,0,2779,0,0,
9730,42,0,0,0,0,2572,0,0,
9740,0,0,0,0,0,2862,0,0,
9750,0,0,0,0,0,2642,0,0,
9760,0,0,0,0,0,3061,21,10,
9770,0,0,0,0,0,2990,0,0,
9780,0,0,2868,0,0,
