0,3,3,6,3,0,5,1388816,5,
1000,3,3,3,3,0,2,2,8,
2000,3,3,4,3,0,1,1,1,
14070,5,2,3,1,0,2782,1,1,
14170,2,7,5,3,0,2793,1,1,
14270,7,2,1,4,0,2799,2,2,
14370,0,7,3,3,0,2731,1,1,
14470,3,2,4,6,0,2740,1,1,
14570,6,7,2,0,1,2750,2,2,
14670,0,1,7,3,0,2780,3,1,
14770,3,7,0,5,0,2688,1,1,
14870,6,1,3,1,0,2758,2,2,
14970,1,7,6,7,0,2838,1,1,
15070,3,2,0,0,0,2814,3,1,
15170,5,7,3,3,0,2662,3,2,
15270,1,2,6,4,0,2733,1,1,
15370,3,6,0,2,0,2723,1,1,
15470,5,2,3,5,0,2633,2,3,
15570,1,5,5,1,0,2701,1,1,
15670,3,3,1,3,0,2723,1,1,
15770,5,4,3,5,0,2686,2,2,
15870,2,8,4,2,0,2722,1,1,
15970,3,1,2,3,0,2782,1,1,
16070,4,4,3,4,0,2773,2,2,
16170,2,5,4,2,0,2720,1,1,
16270,7,4,3,7,0,2816,1,1,
16370,0,5,6,0,0,2777,2,2,
16470,3,3,0,3,0,2779,1,1,
16570,6,4,3,6,1,2535,10,7,
16670,0,4,5,1,0,2244,2,2,
16770,3,5,1,3,0,2120,2,1,
16870,6,3,3,4,0,2114,1,1,
16970,1,5,5,2,0,2093,2,2,
17070,3,3,2,7,0,2104,1,1,
17170,5,6,3,0,0,2144,1,1,
17270,2,2,4,3,0,2017,2,2,
17370,3,7,3,5,0,2120,1,1,
17470,4,1,7,1,0,2107,1,2,
17570,2,6,0,3,0,2112,2,2,
17640,0,4,3,0,0,2071,0,0,
17650,0,4,3,0,0,2099,0,0,
17660,0,4,3,0,0,2217,0,0,
17670,0,4,3,0,0,2132,6,6,
17680,0,4,4,0,0,2068,4,4,
17690,0,43,3,0,0,2019,0,0,
17700,0,0,3,0,0,1786,0,0,
17710,0,0,2,8,0,2213,0,0,
17720,0,0,3,0,0,2202,0,0,
17730,0,0,42,2,0,2031,6,6,
17740,4,0,0,3,0,1986,4,4,
17750,1,0,0,3,0,2034,0,0,
17760,2,62,73,2,0,1270449,1252010565,0,
17770,2,60,92,2,0,1286569,1256304860,0,
17780,2,63,100,2,0,1282398,1252419091,0,
17790,2,73,100,3,0,1218259,1185800553,6,
17800,3,44,100,2,0,1288657,1262121180,4,
17810,3,57,100,3,0,1211545,1176715124,0,
17820,3,71,100,3,0,1239108,1202472921,0,
17830,3,83,89,2,0,1324453,1294315558,0,
17840,3,38,100,2,0,1240626,1211335145,0,
17850,2,63,100,3,0,1293902,1259026279,6,
17860,2,71,100,2,0,1405321,1377901056,4,
17870,3,47,78,2,0,1184842,1156482820,0,
17880,3,61,94,2,0,1268100,1242301429,0,
17890,2,66,100,2,0,1358839,1331304994,0,
17900,3,81,100,3,602,1358084,1323262690,16,
17910,2,58,100,2,8,1591711,1568002930,6,
17920,2,55,100,43,0,1184301,1156706737,4,
17930,42,65,98,0,6,1432360,1403247179,0,
17940,0,7,4,0,4,76323,70088380,0,
17950,0,4,3,0,22,2086,0,0,
17960,0,4,3,0,4,2146,0,0,
17970,0,5,3,0,0,2113,6,6,
17980,0,4,3,0,0,2093,4,4,
17990,0,4,3,0,0,1989,0,0,
18000,0,4,4,0,0,2200,0,0,
18010,0,4,3,0,0,2182,0,0,
18020,0,4,3,0,0,2285,0,0,
18030,0,41,3,7,0,1943,6,6,
